# STTS Energy State — NORAD 44929 (STARLINK-1121)
# decay_epoch: 2023-03-09
# mu_nominal: -0.152688
# Markov cells: 20  MC samples: 10000  MC horizon: 10
# Dt=10 windows at training stride=5 TLE records/stride.
# Physical time per MC step is variable: ~2.5 days during active decay,
# ~5 weeks at operational altitude. Dt=10 steps ~ 25 days (decay) to ~1 year (operational).
t,days_to_reentry,M2_cell,H_t,p_t,P_forward,P_forward_ci_lo,P_forward_ci_hi,artifact_flag
2322,291.42,3,0.173777,0.0000,0.026300,0.023341,0.029623,0
2323,290.82,3,0.194884,0.0000,0.031100,0.027874,0.034686,0
2324,290.42,3,0.195692,0.0000,0.030000,0.026833,0.033528,0
2325,289.96,3,0.201589,0.0000,0.030900,0.027684,0.034476,0
2326,289.76,3,0.134558,0.0000,0.027800,0.024755,0.031208,0
2327,289.76,3,0.102237,0.0000,0.025800,0.022870,0.029094,0
2328,289.43,3,0.104168,0.0000,0.030200,0.027022,0.033739,0
2329,289.43,3,0.102569,0.0000,0.028500,0.025415,0.031947,0
2330,288.77,3,0.117363,0.0000,0.026900,0.023906,0.030257,0
2331,288.43,3,0.124536,0.0000,0.026900,0.023906,0.030257,0
2332,287.90,3,0.102195,0.0000,0.027500,0.024472,0.030891,0
2333,287.77,3,0.103188,0.0000,0.028400,0.025321,0.031841,0
2334,286.84,3,0.099607,0.0000,0.026400,0.023435,0.029729,0
2335,286.84,3,0.094945,0.0000,0.027200,0.024189,0.030574,0
2336,285.85,3,0.095234,0.0000,0.030400,0.027211,0.033950,0
2337,285.51,3,0.098348,0.0000,0.028100,0.025038,0.031525,0
2338,285.51,3,0.101376,0.0000,0.028500,0.025415,0.031947,0
2339,285.18,3,0.098860,0.0000,0.028400,0.025321,0.031841,0
2340,285.18,3,0.099527,0.0000,0.028600,0.025510,0.032052,0
2341,284.85,3,0.098558,0.0000,0.028300,0.025226,0.031736,0
2342,284.52,3,0.126279,0.0000,0.027000,0.024000,0.030363,0
2343,284.52,3,0.111511,0.0000,0.026400,0.023435,0.029729,0
2344,284.19,3,0.135346,0.0000,0.025200,0.022306,0.028459,0
2345,284.19,3,0.139220,0.0000,0.026100,0.023152,0.029412,0
2346,283.52,3,0.146340,0.0000,0.027600,0.024566,0.030997,0
2347,283.26,3,0.146643,0.0000,0.028900,0.025793,0.032369,0
2348,282.86,3,0.132479,0.0000,0.026800,0.023812,0.030152,0
2349,282.53,3,0.138398,0.0000,0.028500,0.025415,0.031947,0
2350,282.53,3,0.137517,0.0000,0.026900,0.023906,0.030257,0
2351,282.26,3,0.133959,0.0000,0.029700,0.026549,0.033212,0
2352,281.87,3,0.119778,0.0000,0.026800,0.023812,0.030152,0
2353,281.87,3,0.120743,0.0000,0.026500,0.023529,0.029835,0
2354,281.53,3,0.117727,0.0000,0.030500,0.027306,0.034055,0
2355,280.87,3,0.114566,0.0000,0.028600,0.025510,0.032052,0
2356,280.14,17,0.017289,0.0000,0.044600,0.040726,0.048824,0
2357,279.88,17,0.018006,0.0000,0.042700,0.038910,0.046841,0
2358,279.61,17,0.019855,0.0000,0.046100,0.042161,0.050387,0
2359,279.61,17,0.022085,0.0000,0.048500,0.044460,0.052887,0
2360,279.28,17,0.031956,0.0000,0.044700,0.040822,0.048928,0
2361,279.01,17,0.036997,0.0000,0.047800,0.043789,0.052158,0
2362,278.61,17,0.074633,0.0000,0.043600,0.039770,0.047781,0
2363,278.61,17,0.081401,0.0000,0.053700,0.049451,0.058292,0
2364,278.28,17,0.087381,0.0000,0.045600,0.041683,0.049866,0
2365,277.95,17,0.094282,0.0000,0.044000,0.040152,0.048198,0
2366,277.62,17,0.099340,0.0000,0.044900,0.041013,0.049137,0
2367,277.09,17,0.007437,0.0000,0.046400,0.042448,0.050700,0
2368,276.62,17,0.006370,0.0000,0.047400,0.043406,0.051741,0
2369,276.09,17,0.007727,0.0000,0.043400,0.039579,0.047572,0
2370,275.63,17,0.009039,0.0000,0.043400,0.039579,0.047572,0
2371,275.10,17,0.029659,0.0000,0.046200,0.042257,0.050492,0
2372,275.03,17,0.031803,0.0000,0.045200,0.041300,0.049449,0
2373,275.03,17,0.031787,0.0000,0.046900,0.042927,0.051221,0
2374,274.17,17,0.034378,0.0000,0.043600,0.039770,0.047781,0
2375,273.37,17,0.032996,0.0000,0.043000,0.039196,0.047155,0
2376,273.11,17,0.028832,0.0000,0.045800,0.041874,0.050075,0
2377,272.44,17,0.016570,0.0000,0.044300,0.040439,0.048511,0
2378,272.11,17,0.031057,0.0000,0.044700,0.040822,0.048928,0
2379,272.11,17,0.022028,0.0000,0.046600,0.042640,0.050908,0
2380,271.45,17,0.052255,0.0000,0.045400,0.041491,0.049658,0
2381,271.18,3,0.066270,0.0000,0.026100,0.023152,0.029412,0
2382,271.12,3,0.077983,0.0000,0.025700,0.022776,0.028988,0
2383,270.19,3,0.083447,0.0000,0.029900,0.026738,0.033423,0
2384,270.12,3,0.087113,0.0000,0.025300,0.022400,0.028565,0
2385,269.46,3,0.095058,0.0000,0.027000,0.024000,0.030363,0
2386,269.19,3,0.099011,0.0000,0.030100,0.026927,0.033634,0
2387,268.53,3,0.063862,0.0000,0.028500,0.025415,0.031947,0
2388,268.53,3,0.057155,0.0000,0.027300,0.024283,0.030680,0
2389,268.20,17,0.048232,0.0000,0.044400,0.040535,0.048615,0
2390,268.20,17,0.049703,0.0000,0.041800,0.038050,0.045902,0
2391,267.47,17,0.033637,0.0000,0.046700,0.042736,0.051012,0
2392,267.20,17,0.031045,0.0000,0.046000,0.042066,0.050283,0
2393,267.20,17,0.028205,0.0000,0.043400,0.039579,0.047572,0
2394,266.81,17,0.021516,0.0000,0.044000,0.040152,0.048198,0
2395,266.54,17,0.008144,0.0000,0.045900,0.041970,0.050179,0
2396,266.21,17,0.017370,0.0000,0.044500,0.040630,0.048720,0
2397,266.08,3,0.132242,0.0000,0.027200,0.024189,0.030574,0
2398,262.56,3,0.176752,0.0000,0.026700,0.023718,0.030046,0
2399,262.56,3,0.165700,0.0000,0.026500,0.023529,0.029835,0
2400,261.56,3,0.180807,0.0000,0.028600,0.025510,0.032052,0
2401,261.56,3,0.178029,0.0000,0.027700,0.024660,0.031102,0
2402,261.30,3,0.185343,0.0000,0.027000,0.024000,0.030363,0
2403,260.44,3,0.178532,0.0000,0.029400,0.026265,0.032896,0
2404,260.24,3,0.178381,0.0000,0.028000,0.024943,0.031419,0
2405,259.57,3,0.180428,0.0000,0.028800,0.025699,0.032263,0
2406,259.57,3,0.189202,0.0000,0.029700,0.026549,0.033212,0
2407,259.24,3,0.174951,0.0000,0.028000,0.024943,0.031419,0
2408,258.91,3,0.154367,0.0000,0.027800,0.024755,0.031208,0
2409,258.64,3,0.124477,0.0000,0.027500,0.024472,0.030891,0
2410,258.38,3,0.119385,0.0000,0.029000,0.025888,0.032474,0
2411,258.38,3,0.118598,0.0000,0.025200,0.022306,0.028459,0
2412,257.91,3,0.133678,0.0000,0.025800,0.022870,0.029094,0
2413,257.65,3,0.153751,0.0000,0.028300,0.025226,0.031736,0
2414,257.38,3,0.166825,0.0000,0.026500,0.023529,0.029835,0
2415,257.38,3,0.160680,0.0000,0.030900,0.027684,0.034476,0
2416,256.45,3,0.168508,0.0000,0.024900,0.022024,0.028141,0
2417,256.39,3,0.161002,0.0000,0.028000,0.024943,0.031419,0
2418,255.92,3,0.156649,0.0000,0.027000,0.024000,0.030363,0
2419,255.46,3,0.159133,0.0000,0.027600,0.024566,0.030997,0
2420,255.39,3,0.162493,0.0000,0.024100,0.021272,0.027294,0
2421,254.46,3,0.162254,0.0000,0.029500,0.026360,0.033001,0
2422,254.46,3,0.158824,0.0000,0.028900,0.025793,0.032369,0
2423,254.40,3,0.156685,0.0000,0.030100,0.026927,0.033634,0
2424,254.00,3,0.152966,0.0000,0.026700,0.023718,0.030046,0
2425,253.47,3,0.148019,0.0000,0.028500,0.025415,0.031947,0
2426,253.27,3,0.141949,0.0000,0.027800,0.024755,0.031208,0
2427,253.27,3,0.145212,0.0000,0.028700,0.025604,0.032158,0
2428,252.41,3,0.122505,0.0000,0.029200,0.026076,0.032685,0
2429,252.01,3,0.110329,0.0000,0.029200,0.026076,0.032685,0
2430,251.41,3,0.101375,0.0000,0.025600,0.022682,0.028883,0
2431,251.35,3,0.095406,0.0000,0.027400,0.024377,0.030786,0
2432,250.48,3,0.120533,0.0000,0.025800,0.022870,0.029094,0
2433,250.35,3,0.129464,0.0000,0.027800,0.024755,0.031208,0
2434,249.49,3,0.168998,0.0000,0.028800,0.025699,0.032263,0
2435,249.36,3,0.193926,0.0000,0.030000,0.026833,0.033528,0
2436,248.49,3,0.205131,0.0000,0.028500,0.025415,0.031947,0
2437,248.43,3,0.211817,0.0000,0.028000,0.024943,0.031419,0
2438,248.36,3,0.216731,0.0000,0.028500,0.025415,0.031947,0
2439,247.76,3,0.218015,0.0000,0.026400,0.023435,0.029729,0
2440,247.50,3,0.217129,0.0000,0.029000,0.025888,0.032474,0
2441,247.10,3,0.215649,0.0000,0.029000,0.025888,0.032474,0
2442,246.44,3,0.214485,0.0000,0.024700,0.021836,0.027930,0
2443,246.44,3,0.212217,0.0000,0.027500,0.024472,0.030891,0
2444,245.44,3,0.210532,0.0000,0.030600,0.027400,0.034160,0
2445,245.44,3,0.208497,0.0000,0.026500,0.023529,0.029835,0
2446,245.11,3,0.204261,0.0000,0.026200,0.023247,0.029517,0
2447,244.51,3,0.191728,0.0000,0.026100,0.023152,0.029412,0
2448,244.45,3,0.180393,0.0000,0.030500,0.027306,0.034055,0
2449,244.11,3,0.164934,0.0000,0.030800,0.027590,0.034371,0
2450,243.45,3,0.153822,0.0000,0.029600,0.026455,0.033107,0
2451,243.45,3,0.152085,0.0000,0.026900,0.023906,0.030257,0
2452,242.46,3,0.152896,0.0000,0.028400,0.025321,0.031841,0
2453,242.46,3,0.154427,0.0000,0.028300,0.025226,0.031736,0
2454,241.46,3,0.162854,0.0000,0.029200,0.026076,0.032685,0
2455,241.20,3,0.167123,0.0000,0.031300,0.028063,0.034897,0
2456,240.86,3,0.165813,0.0000,0.025800,0.022870,0.029094,0
2457,240.47,3,0.164460,0.0000,0.031000,0.027779,0.034581,0
2458,240.20,3,0.151102,0.0000,0.027000,0.024000,0.030363,0
2459,239.54,3,0.099934,0.0000,0.028000,0.024943,0.031419,0
2460,239.54,3,0.130992,0.0000,0.028400,0.025321,0.031841,0
2461,238.54,17,0.053186,0.0000,0.047800,0.043789,0.052158,0
2462,238.21,17,0.017556,0.0000,0.045700,0.041778,0.049971,0
2463,238.21,17,0.033840,0.0000,0.042200,0.038432,0.046319,0
2464,237.68,17,0.031961,0.0000,0.044400,0.040535,0.048615,0
2465,237.21,3,0.071008,0.0000,0.024600,0.021742,0.027824,0
2466,236.95,3,0.107707,0.0000,0.025900,0.022964,0.029200,0
2467,236.55,3,0.131117,0.0000,0.029400,0.026265,0.032896,0
2468,235.82,3,0.142845,0.0000,0.029800,0.026644,0.033318,0
2469,235.56,3,0.144000,0.0000,0.027000,0.024000,0.030363,0
2470,234.56,3,0.150099,0.0000,0.029300,0.026171,0.032791,0
2471,234.56,3,0.164831,0.0000,0.028500,0.025415,0.031947,0
2472,234.30,3,0.159025,0.0000,0.030400,0.027211,0.033950,0
2473,233.57,3,0.158112,0.0000,0.027800,0.024755,0.031208,0
2474,233.57,3,0.160913,0.0000,0.031900,0.028631,0.035528,0
2475,232.64,3,0.149378,0.0000,0.026100,0.023152,0.029412,0
2476,232.64,3,0.142658,0.0000,0.028300,0.025226,0.031736,0
2477,232.30,3,0.148915,0.0000,0.026400,0.023435,0.029729,0
2478,231.64,3,0.152952,0.0000,0.026700,0.023718,0.030046,0
2479,230.91,3,0.170969,0.0000,0.031700,0.028442,0.035318,0
2480,230.65,3,0.173313,0.0000,0.027400,0.024377,0.030786,0
2481,230.65,3,0.177507,0.0000,0.026000,0.023058,0.029306,0
2482,230.31,3,0.171831,0.0000,0.026100,0.023152,0.029412,0
2483,229.78,3,0.159989,0.0000,0.027600,0.024566,0.030997,0
2484,229.65,3,0.149282,0.0000,0.028400,0.025321,0.031841,0
2485,228.79,3,0.122016,0.0000,0.027600,0.024566,0.030997,0
2486,228.66,3,0.114644,0.0000,0.027200,0.024189,0.030574,0
2487,228.39,3,0.135572,0.0000,0.029400,0.026265,0.032896,0
2488,228.39,3,0.152555,0.0000,0.026700,0.023718,0.030046,0
2489,227.66,3,0.158218,0.0000,0.026700,0.023718,0.030046,0
2490,227.13,3,0.155422,0.0000,0.028800,0.025699,0.032263,0
2491,227.13,3,0.149557,0.0000,0.029200,0.026076,0.032685,0
2492,226.80,3,0.153391,0.0000,0.026800,0.023812,0.030152,0
2493,226.67,3,0.155295,0.0000,0.026400,0.023435,0.029729,0
2494,226.40,3,0.155567,0.0000,0.030000,0.026833,0.033528,0
2495,225.74,3,0.142316,0.0000,0.029900,0.026738,0.033423,0
2496,225.74,3,0.153318,0.0000,0.030800,0.027590,0.034371,0
2497,225.14,3,0.109196,0.0000,0.031100,0.027874,0.034686,0
2498,224.74,3,0.097873,0.0000,0.030700,0.027495,0.034265,0
2499,224.41,3,0.089925,0.0000,0.030300,0.027117,0.033844,0
2500,224.41,3,0.074762,0.0000,0.029300,0.026171,0.032791,0
2501,223.88,3,0.115642,0.0000,0.025900,0.022964,0.029200,0
2502,223.75,3,0.116830,0.0000,0.029900,0.026738,0.033423,0
2503,223.15,3,0.124649,0.0000,0.029300,0.026171,0.032791,0
2504,222.82,3,0.154581,0.0000,0.027900,0.024849,0.031314,0
2505,222.75,3,0.170036,0.0000,0.027300,0.024283,0.030680,0
2506,221.82,3,0.174964,0.0000,0.028600,0.025510,0.032052,0
2507,221.49,3,0.175594,0.0000,0.028400,0.025321,0.031841,0
2508,221.16,3,0.167931,0.0000,0.029800,0.026644,0.033318,0
2509,220.49,3,0.169259,0.0000,0.026000,0.023058,0.029306,0
2510,220.49,3,0.163912,0.0000,0.027900,0.024849,0.031314,0
2511,220.16,3,0.144269,0.0000,0.025200,0.022306,0.028459,0
2512,220.16,3,0.149889,0.0000,0.027100,0.024094,0.030469,0
2513,219.50,3,0.140427,0.0000,0.027500,0.024472,0.030891,0
2514,219.17,3,0.121807,0.0000,0.027800,0.024755,0.031208,0
2515,219.17,3,0.089693,0.0000,0.027500,0.024472,0.030891,0
2516,218.84,3,0.106787,0.0000,0.028400,0.025321,0.031841,0
2517,218.50,3,0.120821,0.0000,0.030100,0.026927,0.033634,0
2518,217.84,3,0.134449,0.0000,0.025800,0.022870,0.029094,0
2519,217.84,3,0.147016,0.0000,0.029500,0.026360,0.033001,0
2520,217.51,3,0.160703,0.0000,0.028300,0.025226,0.031736,0
2521,216.85,3,0.123081,0.0000,0.024700,0.021836,0.027930,0
2522,216.85,3,0.134379,0.0000,0.029000,0.025888,0.032474,0
2523,215.85,3,0.121745,0.0000,0.026800,0.023812,0.030152,0
2524,215.25,3,0.118238,0.0000,0.032100,0.028821,0.035738,0
2525,215.25,3,0.114130,0.0000,0.027800,0.024755,0.031208,0
2526,214.86,3,0.110542,0.0000,0.027700,0.024660,0.031102,0
2527,214.13,3,0.105498,0.0000,0.031000,0.027779,0.034581,0
2528,214.13,3,0.102348,0.0000,0.028600,0.025510,0.032052,0
2529,213.59,3,0.106553,0.0000,0.025400,0.022494,0.028671,0
2530,213.26,3,0.123826,0.0000,0.028100,0.025038,0.031525,0
2531,213.13,3,0.140064,0.0000,0.028300,0.025226,0.031736,0
2532,212.60,3,0.185996,0.0000,0.025800,0.022870,0.029094,0
2533,212.60,3,0.170835,0.0000,0.028400,0.025321,0.031841,0
2534,212.33,3,0.189550,0.0000,0.027100,0.024094,0.030469,0
2535,211.60,3,0.187332,0.0000,0.025000,0.022118,0.028247,0
2536,211.60,3,0.190478,0.0000,0.028000,0.024943,0.031419,0
2537,211.41,3,0.184073,0.0000,0.029400,0.026265,0.032896,0
2538,211.01,3,0.184298,0.0000,0.033100,0.029769,0.036790,0
2539,211.01,3,0.181349,0.0000,0.027700,0.024660,0.031102,0
2540,210.14,3,0.177249,0.0000,0.027600,0.024566,0.030997,0
2541,210.01,3,0.169403,0.0000,0.028600,0.025510,0.032052,0
2542,209.08,3,0.158507,0.0000,0.027800,0.024755,0.031208,0
2543,208.42,3,0.145831,0.0000,0.028200,0.025132,0.031630,0
2544,208.22,3,0.151228,0.0000,0.028600,0.025510,0.032052,0
2545,207.96,3,0.157744,0.0000,0.028800,0.025699,0.032263,0
2546,207.69,3,0.161860,0.0000,0.027800,0.024755,0.031208,0
2547,207.09,3,0.160939,0.0000,0.026800,0.023812,0.030152,0
2548,207.03,3,0.160663,0.0000,0.025600,0.022682,0.028883,0
2549,206.16,3,0.163710,0.0000,0.030600,0.027400,0.034160,0
2550,206.16,3,0.167838,0.0000,0.028100,0.025038,0.031525,0
2551,205.43,3,0.167364,0.0000,0.031600,0.028347,0.035213,0
2552,204.44,3,0.160657,0.0000,0.030700,0.027495,0.034265,0
2553,204.44,3,0.154780,0.0000,0.029100,0.025982,0.032580,0
2554,204.17,3,0.147596,0.0000,0.026000,0.023058,0.029306,0
2555,204.04,3,0.134606,0.0000,0.026500,0.023529,0.029835,0
2556,202.78,3,0.135404,0.0000,0.028100,0.025038,0.031525,0
2557,202.51,3,0.138273,0.0000,0.025200,0.022306,0.028459,0
2558,201.98,3,0.136409,0.0000,0.026800,0.023812,0.030152,0
2559,201.79,3,0.144526,0.0000,0.028200,0.025132,0.031630,0
2560,201.12,3,0.140930,0.0000,0.027800,0.024755,0.031208,0
2561,200.79,3,0.125603,0.0000,0.027900,0.024849,0.031314,0
2562,200.79,3,0.123487,0.0000,0.030200,0.027022,0.033739,0
2563,200.19,3,0.118876,0.0000,0.026100,0.023152,0.029412,0
2564,199.79,3,0.104939,0.0000,0.026600,0.023623,0.029940,0
2565,199.46,3,0.107526,0.0000,0.027100,0.024094,0.030469,0
2566,199.26,3,0.109869,0.0000,0.029000,0.025888,0.032474,0
2567,199.00,3,0.111924,0.0000,0.027200,0.024189,0.030574,0
2568,198.27,3,0.136783,0.0000,0.029900,0.026738,0.033423,0
2569,198.27,3,0.123699,0.0000,0.025100,0.022212,0.028353,0
2570,197.47,3,0.139009,0.0000,0.031400,0.028158,0.035002,0
2571,197.27,3,0.133564,0.0000,0.029400,0.026265,0.032896,0
2572,197.27,3,0.131291,0.0000,0.029400,0.026265,0.032896,0
2573,196.48,3,0.130496,0.0000,0.026300,0.023341,0.029623,0
2574,196.15,3,0.116641,0.0000,0.030500,0.027306,0.034055,0
2575,196.15,3,0.111096,0.0000,0.027100,0.024094,0.030469,0
2576,195.48,3,0.091438,0.0000,0.029000,0.025888,0.032474,0
2577,195.22,3,0.077984,0.0000,0.031000,0.027779,0.034581,0
2578,194.89,3,0.070384,0.0000,0.031500,0.028252,0.035107,0
2579,194.49,3,0.064321,0.0000,0.027300,0.024283,0.030680,0
2580,194.16,3,0.060061,0.0000,0.024200,0.021366,0.027400,0
2581,193.89,3,0.076743,0.0000,0.028500,0.025415,0.031947,0
2582,193.23,3,0.109335,0.0000,0.028700,0.025604,0.032158,0
2583,193.23,3,0.135423,0.0000,0.027400,0.024377,0.030786,0
2584,192.89,3,0.172187,0.0000,0.025500,0.022588,0.028777,0
2585,192.23,3,0.189405,0.0000,0.027900,0.024849,0.031314,0
2586,191.90,3,0.203196,0.0000,0.025100,0.022212,0.028353,0
2587,191.50,3,0.204572,0.0000,0.028100,0.025038,0.031525,0
2588,191.24,3,0.204187,0.0000,0.028500,0.025415,0.031947,0
2589,190.51,3,0.198699,0.0000,0.028100,0.025038,0.031525,0
2590,190.17,3,0.189908,0.0000,0.029200,0.026076,0.032685,0
2591,190.17,3,0.194181,0.0000,0.029300,0.026171,0.032791,0
2592,189.51,3,0.193485,0.0000,0.026300,0.023341,0.029623,0
2593,189.51,3,0.186837,0.0000,0.024300,0.021460,0.027506,0
2594,189.31,3,0.183046,0.0000,0.028500,0.025415,0.031947,0
2595,188.58,3,0.179853,0.0000,0.027200,0.024189,0.030574,0
2596,188.32,3,0.169992,0.0000,0.024000,0.021178,0.027188,0
2597,188.32,3,0.153570,0.0000,0.027800,0.024755,0.031208,0
2598,187.52,3,0.153017,0.0000,0.028900,0.025793,0.032369,0
2599,187.32,3,0.152045,0.0000,0.026200,0.023247,0.029517,0
2600,187.32,3,0.152278,0.0000,0.028900,0.025793,0.032369,0
2601,186.46,3,0.157594,0.0000,0.029400,0.026265,0.032896,0
2602,186.46,3,0.152911,0.0000,0.027100,0.024094,0.030469,0
2603,186.33,3,0.161046,0.0000,0.027400,0.024377,0.030786,0
2604,185.99,3,0.168091,0.0000,0.028700,0.025604,0.032158,0
2605,185.46,3,0.163893,0.0000,0.029700,0.026549,0.033212,0
2606,185.33,3,0.149873,0.0000,0.029400,0.026265,0.032896,0
2607,184.53,3,0.157635,0.0000,0.030300,0.027117,0.033844,0
2608,184.34,3,0.156150,0.0000,0.025400,0.022494,0.028671,0
2609,183.54,3,0.146710,0.0000,0.027400,0.024377,0.030786,0
2610,183.47,3,0.137186,0.0000,0.028500,0.025415,0.031947,0
2611,183.08,3,0.122765,0.0000,0.028900,0.025793,0.032369,0
2612,182.54,3,0.109513,0.0000,0.027400,0.024377,0.030786,0
2613,182.48,3,0.094469,0.0000,0.028400,0.025321,0.031841,0
2614,182.48,3,0.078873,0.0000,0.028100,0.025038,0.031525,0
2615,181.62,17,0.050607,0.0000,0.043800,0.039961,0.047989,0
2616,181.42,17,0.012071,0.0000,0.043500,0.039674,0.047676,0
2617,181.42,17,0.021570,0.0000,0.045100,0.041204,0.049345,0
2618,180.82,17,0.011600,0.0000,0.048200,0.044173,0.052574,0
2619,180.49,17,0.014116,0.0000,0.045700,0.041778,0.049971,0
2620,180.42,17,0.031863,0.0000,0.043400,0.039579,0.047572,0
2621,179.63,17,0.048357,0.0000,0.043700,0.039865,0.047885,0
2622,179.56,3,0.061167,0.0000,0.026700,0.023718,0.030046,0
2623,179.43,3,0.074285,0.0000,0.028800,0.025699,0.032263,0
2624,178.56,3,0.077757,0.0000,0.026000,0.023058,0.029306,0
2625,178.56,3,0.081303,0.0000,0.028200,0.025132,0.031630,0
2626,178.43,3,0.085787,0.0000,0.028300,0.025226,0.031736,0
2627,177.57,3,0.083060,0.0000,0.026100,0.023152,0.029412,0
2628,177.44,17,0.004721,0.0000,0.044100,0.040248,0.048302,0
2629,177.44,17,0.049005,0.0000,0.043900,0.040057,0.048094,0
2630,176.57,17,0.058150,0.0000,0.044400,0.040535,0.048615,0
2631,176.51,17,0.050461,0.0000,0.043500,0.039674,0.047676,0
2632,175.91,17,0.045547,0.0000,0.044500,0.040630,0.048720,0
2633,175.51,17,0.150902,0.0000,0.042300,0.038528,0.046424,0
2634,175.51,17,0.169838,0.0000,0.047800,0.043789,0.052158,0
2635,174.52,17,0.101806,0.0000,0.042600,0.038814,0.046737,0
2636,174.18,3,0.101677,0.0000,0.027000,0.024000,0.030363,0
2637,174.18,3,0.111820,0.0000,0.030000,0.026833,0.033528,0
2638,173.52,3,0.209679,0.0000,0.028200,0.025132,0.031630,0
2639,173.52,3,0.175111,0.0000,0.027100,0.024094,0.030469,0
2640,173.19,3,0.218467,0.0000,0.027600,0.024566,0.030997,0
2641,172.66,3,0.216596,0.0000,0.028700,0.025604,0.032158,0
2642,172.66,3,0.199102,0.0000,0.027000,0.024000,0.030363,0
2643,172.46,3,0.178946,0.0000,0.028300,0.025226,0.031736,0
2644,171.66,3,0.160785,0.0000,0.029700,0.026549,0.033212,0
2645,171.66,3,0.179426,0.0000,0.025200,0.022306,0.028459,0
2646,171.46,3,0.179861,0.0000,0.028000,0.024943,0.031419,0
2647,170.54,3,0.176427,0.0000,0.030000,0.026833,0.033528,0
2648,170.27,3,0.179710,0.0000,0.028500,0.025415,0.031947,0
2649,169.67,3,0.177815,0.0000,0.027600,0.024566,0.030997,0
2650,169.67,3,0.170304,0.0000,0.026600,0.023623,0.029940,0
2651,169.28,3,0.167374,0.0000,0.025600,0.022682,0.028883,0
2652,168.88,3,0.165821,0.0000,0.030000,0.026833,0.033528,0
2653,168.55,17,0.026896,0.0000,0.044200,0.040343,0.048407,0
2654,168.55,3,0.076141,0.0000,0.025600,0.022682,0.028883,0
2655,167.75,17,0.016600,0.0000,0.044500,0.040630,0.048720,0
2656,167.62,3,0.184046,0.0000,0.028800,0.025699,0.032263,0
2657,167.28,3,0.172468,0.0000,0.028900,0.025793,0.032369,0
2658,166.82,3,0.173032,0.0000,0.025700,0.022776,0.028988,0
2659,166.55,3,0.181177,0.0000,0.027200,0.024189,0.030574,0
2660,165.56,3,0.181072,0.0000,0.029000,0.025888,0.032474,0
2661,164.76,3,0.173413,0.0000,0.027300,0.024283,0.030680,0
2662,164.63,3,0.166010,0.0000,0.029600,0.026455,0.033107,0
2663,164.63,3,0.169920,0.0000,0.030500,0.027306,0.034055,0
2664,163.70,3,0.166908,0.0000,0.030500,0.027306,0.034055,0
2665,163.70,3,0.166682,0.0000,0.029800,0.026644,0.033318,0
2666,162.77,3,0.153828,0.0000,0.027000,0.024000,0.030363,0
2667,162.71,3,0.151960,0.0000,0.028100,0.025038,0.031525,0
2668,161.84,3,0.143653,0.0000,0.029200,0.026076,0.032685,0
2669,161.65,3,0.130025,0.0000,0.026700,0.023718,0.030046,0
2670,160.85,3,0.126194,0.0000,0.026400,0.023435,0.029729,0
2671,160.72,3,0.132945,0.0000,0.026700,0.023718,0.030046,0
2672,159.65,3,0.128945,0.0000,0.028500,0.025415,0.031947,0
2673,159.39,3,0.123039,0.0000,0.029000,0.025888,0.032474,0
2674,158.86,3,0.122320,0.0000,0.027400,0.024377,0.030786,0
2675,158.66,3,0.118692,0.0000,0.031100,0.027874,0.034686,0
2676,157.86,3,0.159875,0.0000,0.028100,0.025038,0.031525,0
2677,157.66,3,0.121879,0.0000,0.028100,0.025038,0.031525,0
2678,157.66,3,0.120413,0.0000,0.026600,0.023623,0.029940,0
2679,157.13,3,0.118963,0.0000,0.028300,0.025226,0.031736,0
2680,156.80,3,0.129534,0.0000,0.026900,0.023906,0.030257,0
2681,156.47,3,0.143179,0.0000,0.027400,0.024377,0.030786,0
2682,156.47,3,0.156370,0.0000,0.030800,0.027590,0.034371,0
2683,155.81,3,0.164574,0.0000,0.024500,0.021648,0.027718,0
2684,154.81,3,0.179361,0.0000,0.024700,0.021836,0.027930,0
2685,154.48,3,0.195041,0.0000,0.027700,0.024660,0.031102,0
2686,153.95,3,0.157740,0.0000,0.027100,0.024094,0.030469,0
2687,153.48,3,0.160627,0.0000,0.029100,0.025982,0.032580,0
2688,152.82,3,0.164283,0.0000,0.025200,0.022306,0.028459,0
2689,152.82,3,0.165852,0.0000,0.028300,0.025226,0.031736,0
2690,151.89,3,0.169619,0.0000,0.028500,0.025415,0.031947,0
2691,151.56,3,0.168942,0.0000,0.027700,0.024660,0.031102,0
2692,150.83,3,0.165968,0.0000,0.028000,0.024943,0.031419,0
2693,150.57,3,0.162147,0.0000,0.025000,0.022118,0.028247,0
2694,149.84,3,0.158214,0.0000,0.025800,0.022870,0.029094,0
2695,149.57,3,0.123151,0.0000,0.027800,0.024755,0.031208,0
2696,149.57,3,0.112096,0.0000,0.028200,0.025132,0.031630,0
2697,149.17,3,0.102025,0.0000,0.029900,0.026738,0.033423,0
2698,148.91,3,0.096650,0.0000,0.027100,0.024094,0.030469,0
2699,148.24,3,0.091684,0.0000,0.029300,0.026171,0.032791,0
2700,147.58,3,0.074976,0.0000,0.030800,0.027590,0.034371,0
2701,147.31,3,0.057130,0.0000,0.029000,0.025888,0.032474,0
2702,146.85,17,0.027638,0.0000,0.044200,0.040343,0.048407,0
2703,146.58,17,0.005515,0.0000,0.046300,0.042353,0.050596,0
