t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,259.17,19,0.976883,0.0000,0.020500,0
1,259.08,19,0.921430,0.0000,0.020400,0
2,258.75,19,0.855152,0.0000,0.016700,0
3,258.58,19,0.887030,0.0000,0.019100,0
4,258.42,19,0.822012,0.0000,0.019100,0
5,258.08,19,0.816379,0.0000,0.022300,0
6,257.75,19,0.775384,0.0000,0.021400,0
7,257.50,19,0.831746,0.0000,0.020100,0
8,257.42,0,0.674108,0.0000,0.021000,0
9,257.08,19,0.721270,0.0000,0.021300,0
10,256.75,0,0.533875,0.0000,0.018700,0
11,256.50,0,0.429272,0.0000,0.018600,0
12,256.08,3,0.302095,0.0000,0.027700,0
13,255.83,3,0.144532,0.0000,0.029100,0
14,255.75,9,0.332705,0.0000,0.100600,0
15,255.42,9,0.477443,0.0000,0.095300,0
16,255.08,5,0.816536,0.0000,0.163800,0
17,254.83,11,0.959875,0.0000,0.224000,0
18,254.42,11,1.062298,0.0000,0.227700,0
19,253.42,11,1.171653,0.0000,0.224100,0
20,253.08,11,1.288128,0.0000,0.229400,0
21,252.42,11,1.280103,0.0000,0.221200,0
22,252.08,11,1.285922,0.0000,0.222400,0
23,251.83,11,1.259615,0.0000,0.232500,0
24,251.42,11,1.170610,0.0000,0.222400,0
25,251.08,11,1.013266,0.0000,0.239000,0
26,251.08,11,1.087551,0.0000,0.232000,0
27,250.83,5,0.907230,0.0000,0.152900,0
28,250.75,9,0.564742,0.0000,0.097000,0
29,250.50,17,0.124666,0.0000,0.045100,0
30,250.25,17,0.023245,0.0000,0.045700,0
31,250.08,17,0.014832,0.0000,0.045200,0
32,249.50,17,0.043090,0.0000,0.048700,0
33,249.50,17,0.021827,0.0000,0.040900,0
34,249.08,17,0.027751,0.0000,0.046400,0
35,248.75,17,0.060740,0.0000,0.044500,0
36,248.42,17,0.067892,0.0000,0.045300,0
37,248.17,17,0.049220,0.0000,0.047600,0
38,248.08,17,0.013938,0.0000,0.045400,0
39,247.50,17,0.045477,0.0000,0.042800,0
40,247.50,17,0.078524,0.0000,0.044300,0
41,247.08,17,0.075662,0.0000,0.045400,0
42,246.83,17,0.064992,0.0000,0.041200,0
43,246.50,17,0.080074,0.0000,0.044500,0
44,246.17,17,0.063052,0.0000,0.044100,0
45,245.83,17,0.056026,0.0000,0.044500,0
46,245.50,17,0.142806,0.0000,0.047800,0
47,245.17,9,0.187443,0.0000,0.095900,0
48,244.50,9,0.257537,0.0000,0.097000,0
49,244.15,9,0.256898,0.0000,0.094100,0
50,243.75,9,0.244039,0.0000,0.098200,0
51,243.42,9,0.280387,0.0000,0.092900,0
52,243.08,9,0.247543,0.0000,0.096400,0
53,242.50,9,0.239746,0.0000,0.096700,0
54,242.42,9,0.255454,0.0000,0.091600,0
55,242.08,9,0.222072,0.0000,0.092000,0
56,241.83,9,0.177258,0.0000,0.092200,0
57,241.42,17,0.158081,0.0000,0.045000,0
58,241.21,17,0.127153,0.0000,0.042700,0
59,240.76,17,0.116534,0.0000,0.046400,0
60,240.17,17,0.118258,0.0000,0.046000,0
61,240.08,17,0.116399,0.0000,0.041500,0
62,239.50,17,0.149880,0.0000,0.049300,0
63,239.42,9,0.197320,0.2000,0.095200,0
64,239.17,9,0.196940,0.0000,0.088700,0
65,239.08,9,0.177843,0.0000,0.091100,0
66,238.83,17,0.162813,0.0000,0.045800,0
67,238.50,17,0.162559,0.0000,0.047900,0
68,238.42,17,0.163391,0.0000,0.044200,0
69,238.08,17,0.125827,0.0000,0.046100,0
70,237.75,17,0.139746,0.0000,0.044100,0
71,237.42,9,0.191659,0.0000,0.093200,0
72,237.17,9,0.227367,0.0000,0.091600,0
73,237.08,9,0.309459,0.0000,0.096000,0
74,236.83,11,1.166335,0.0000,0.228100,0
75,236.42,11,1.055063,0.0000,0.230000,0
76,236.08,5,0.881605,0.0000,0.159200,0
77,235.58,5,0.665819,0.0000,0.159300,0
78,235.42,5,0.614365,0.0000,0.162500,0
79,235.08,5,0.907356,0.0000,0.154800,0
80,234.75,5,0.848011,0.0000,0.153800,0
81,234.42,5,0.772548,0.0000,0.157900,0
82,234.08,5,0.680522,0.0000,0.148400,0
83,233.75,5,0.583642,0.0000,0.157900,0
84,233.42,9,0.440399,0.0000,0.096100,0
85,233.17,9,0.325443,0.2000,0.092700,0
86,232.50,17,0.107504,0.0000,0.047500,0
87,232.42,3,0.147074,0.0000,0.028500,1
88,232.08,0,0.402989,0.0000,0.017200,0
89,231.75,0,0.623898,0.0000,0.019200,0
90,231.42,19,0.816655,0.0000,0.019400,0
91,231.08,19,0.980216,0.0000,0.023200,0
92,230.42,19,1.276763,0.0000,0.018900,0
93,230.17,12,1.295970,0.0000,0.044700,0
94,230.08,12,1.260011,0.0000,0.045600,0
95,229.42,12,1.568034,0.0000,0.038500,0
96,229.08,12,1.563947,0.0000,0.044900,0
97,228.75,12,1.596451,0.0000,0.042200,0
98,228.42,12,1.651164,0.0000,0.044300,0
99,228.08,12,1.734449,0.0000,0.043700,0
100,228.08,12,1.649556,0.0000,0.042900,0
