t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,467.88,2,1.799520,0.0000,0.390500,0
1,467.74,2,1.802794,0.2000,0.400000,0
2,466.82,11,1.345627,0.0000,0.220700,0
3,466.68,11,1.023268,0.0000,0.233500,0
4,465.89,9,0.630629,0.0000,0.095300,0
5,465.69,9,0.481713,0.0000,0.093900,0
6,465.16,9,0.315320,0.0000,0.090600,0
7,465.09,9,0.396838,0.0000,0.096300,0
8,464.83,9,0.466400,0.0000,0.094500,0
9,464.76,5,0.545675,0.2000,0.157400,0
10,464.16,5,0.553887,0.0000,0.160700,0
11,464.09,9,0.475991,0.0000,0.095200,0
12,463.83,9,0.311825,0.0000,0.096900,0
13,463.76,9,0.426312,0.0000,0.095500,0
14,463.10,5,0.773808,0.0000,0.159000,0
15,462.90,11,1.077916,0.0000,0.238300,0
16,462.17,11,1.248834,0.0000,0.230700,0
17,462.10,11,1.467854,0.0000,0.227600,0
18,461.17,11,1.591173,0.4000,0.226500,0
19,461.11,2,1.767772,0.0000,0.401800,0
20,460.24,2,1.781260,0.2000,0.403700,0
21,460.11,2,1.653414,0.2000,0.390700,0
22,459.25,2,1.646192,0.0000,0.396000,0
23,458.98,11,1.585098,0.2000,0.232500,0
24,458.45,11,1.582823,0.2000,0.226500,0
25,457.46,11,1.529161,0.2000,0.228000,0
26,456.46,11,1.414664,0.0000,0.229600,0
27,455.93,5,1.040641,0.0000,0.152700,0
28,455.20,5,0.899204,0.0000,0.156300,0
29,455.13,5,0.825463,0.0000,0.157700,0
30,454.47,5,0.821869,0.0000,0.153700,0
31,454.14,5,0.795106,0.0000,0.158900,0
32,454.14,5,0.734923,0.0000,0.158700,0
33,453.27,5,0.775258,0.0000,0.156000,0
34,452.28,5,0.871841,0.0000,0.160500,0
35,452.14,5,0.932777,0.0000,0.153700,0
36,451.22,11,0.993458,0.0000,0.227100,0
37,450.49,11,0.963852,0.0000,0.228800,0
38,450.15,5,0.905201,0.0000,0.164200,0
39,449.16,5,0.853190,0.0000,0.163700,0
40,448.56,5,0.772967,0.0000,0.154700,0
41,448.16,5,0.594576,0.0000,0.160900,0
42,447.56,9,0.367975,0.0000,0.094300,0
43,447.10,17,0.061319,0.0000,0.045900,0
44,446.57,17,0.033394,0.0000,0.047800,0
45,446.44,3,0.070684,0.0000,0.030900,1
46,445.17,3,0.073003,0.0000,0.027700,0
47,445.11,3,0.079265,0.0000,0.031000,0
48,444.24,3,0.081938,0.0000,0.029500,0
49,444.18,3,0.086569,0.0000,0.026900,0
50,443.65,3,0.104719,0.0000,0.026800,0
51,443.18,3,0.111009,0.0000,0.028700,0
52,441.26,3,0.109938,0.0000,0.026800,0
53,440.20,3,0.091929,0.0000,0.026500,0
54,440.20,3,0.104122,0.0000,0.029500,0
55,439.20,3,0.078768,0.0000,0.026600,0
56,438.54,3,0.062981,0.0000,0.028200,0
57,438.34,3,0.087976,0.0000,0.029100,0
58,437.41,3,0.117188,0.0000,0.026500,0
59,436.54,3,0.130436,0.0000,0.027700,0
60,436.28,3,0.134782,0.0000,0.025600,0
61,435.42,3,0.127977,0.0000,0.027600,0
62,435.28,3,0.122713,0.0000,0.027800,0
63,434.55,3,0.145531,0.0000,0.027600,0
64,434.29,3,0.161619,0.0000,0.027500,0
65,433.49,3,0.178524,0.0000,0.028500,0
66,433.29,3,0.187307,0.0000,0.027800,0
67,432.49,3,0.192999,0.0000,0.026300,0
68,432.30,3,0.197846,0.0000,0.026200,0
69,431.37,3,0.192462,0.0000,0.026900,0
70,430.37,3,0.179792,0.0000,0.027000,0
71,429.84,3,0.172429,0.0000,0.027600,0
72,429.37,3,0.175046,0.0000,0.027800,0
73,428.38,3,0.179937,0.0000,0.026900,0
74,427.52,3,0.173400,0.0000,0.027100,0
75,426.39,3,0.166111,0.0000,0.026900,0
76,425.39,3,0.154079,0.0000,0.026100,0
77,424.46,3,0.143330,0.0000,0.027900,0
78,423.47,3,0.135361,0.0000,0.026200,0
79,422.47,3,0.121679,0.0000,0.028500,0
80,421.87,3,0.112161,0.0000,0.029000,0
81,421.47,3,0.116267,0.0000,0.027000,0
82,420.48,3,0.111479,0.0000,0.026900,0
83,419.48,3,0.103972,0.0000,0.026900,0
84,418.55,3,0.098279,0.0000,0.028600,0
85,417.82,3,0.091963,0.0000,0.030100,0
86,417.56,3,0.085075,0.0000,0.028000,0
87,416.56,3,0.104792,0.0000,0.027100,0
88,415.10,3,0.110337,0.0000,0.027900,0
89,414.97,3,0.131496,0.0000,0.028500,0
90,414.64,3,0.152085,0.0000,0.029900,0
91,414.11,3,0.167305,0.0000,0.028000,0
92,413.57,3,0.182001,0.0000,0.029900,0
93,412.71,3,0.185950,0.0000,0.029100,0
94,412.11,3,0.187497,0.0000,0.031700,0
95,410.12,3,0.188361,0.0000,0.028900,0
