t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,512.58,16,4.745202,0.0000,0.087400,0
1,512.08,16,4.500612,0.0000,0.084500,0
2,511.83,8,3.964946,0.0000,0.054000,0
3,511.42,8,3.087842,0.0000,0.050100,0
4,511.11,12,2.295504,0.0000,0.042600,0
5,510.75,12,1.446763,0.0000,0.041900,0
6,510.42,19,0.916880,0.0000,0.020400,0
7,510.08,3,0.351807,0.0000,0.028200,1
8,509.92,9,0.384572,0.2000,0.097100,0
9,509.42,9,0.443048,0.0000,0.094800,0
10,509.17,5,0.623622,0.0000,0.158200,0
11,509.08,5,0.866331,0.0000,0.154300,0
12,508.50,5,0.726398,0.0000,0.163200,0
13,508.42,5,0.719892,0.0000,0.155900,0
14,508.08,9,0.352517,0.0000,0.090000,0
15,507.83,3,0.465663,0.0000,0.026000,0
16,507.75,0,0.715509,0.0000,0.021500,0
17,507.17,19,0.966344,0.0000,0.019000,1
18,507.08,19,0.881052,0.0000,0.016400,0
19,506.48,19,1.146918,0.0000,0.019100,0
20,506.42,19,1.182356,0.0000,0.019900,0
21,506.17,19,1.186953,0.0000,0.019800,0
22,506.08,19,1.086468,0.0000,0.020700,0
23,505.42,12,1.376377,0.0000,0.045500,0
24,505.42,19,1.202259,0.0000,0.018900,0
25,504.58,12,1.495660,0.0000,0.039400,0
26,504.17,12,1.484364,0.0000,0.041300,0
27,503.50,12,1.663394,0.0000,0.042500,0
28,503.42,12,1.543718,0.0000,0.042200,0
29,502.75,12,1.441027,0.0000,0.043100,0
30,502.42,12,1.382488,0.0000,0.043500,0
31,502.17,12,1.309258,0.0000,0.045100,0
32,502.08,19,1.152921,0.0000,0.019000,0
33,501.50,19,1.250630,0.0000,0.020800,0
34,501.42,12,1.524738,0.0000,0.041500,0
35,501.17,12,1.452046,0.0000,0.046500,0
36,500.75,12,1.467217,0.0000,0.042600,0
37,500.50,12,1.473278,0.0000,0.043500,0
38,500.17,12,1.463900,0.0000,0.040300,0
39,500.08,12,1.331512,0.0000,0.040400,0
40,499.42,12,1.444902,0.0000,0.042500,0
41,499.08,12,1.408417,0.0000,0.040700,0
42,498.83,19,1.218846,0.2000,0.020700,0
43,498.75,19,1.102007,0.0000,0.019800,0
44,498.33,19,0.994599,0.0000,0.018600,0
45,498.08,19,0.821278,0.0000,0.021300,0
46,497.75,19,0.755180,0.0000,0.020600,0
47,497.33,19,0.677071,0.0000,0.020100,0
48,497.08,0,0.545868,0.0000,0.019400,0
49,496.75,12,1.775210,0.0000,0.047000,0
50,496.50,12,1.322891,0.0000,0.041900,0
51,496.08,12,1.352952,0.0000,0.038000,0
52,495.75,12,1.455155,0.0000,0.045100,0
53,495.42,12,1.401242,0.0000,0.047000,0
54,495.08,12,1.294292,0.0000,0.043600,0
55,495.08,12,1.529701,0.0000,0.043300,0
56,494.75,12,1.358198,0.0000,0.043200,0
57,494.42,12,1.288411,0.0000,0.043700,0
58,493.75,12,1.510393,0.0000,0.044800,0
59,493.33,19,1.221546,0.0000,0.020500,0
60,493.33,12,1.457756,0.0000,0.043500,0
61,493.08,19,1.110876,0.0000,0.018900,0
62,492.42,19,1.167486,0.0000,0.020000,0
63,492.08,19,1.044747,0.0000,0.019700,0
