t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,1166.50,19,1.156186,0.0000,0.017700,0
1,1166.42,19,1.060689,0.0000,0.016800,0
2,1166.08,19,0.874724,0.0000,0.020200,0
3,1165.75,19,0.681585,0.0000,0.018600,0
4,1165.42,0,0.458527,0.0000,0.019900,0
5,1165.08,3,0.179532,0.0000,0.031500,0
6,1164.42,9,0.295835,0.2000,0.089900,0
7,1163.75,5,0.580461,0.0000,0.158100,0
8,1163.58,5,0.848042,0.0000,0.158000,0
9,1163.08,11,1.069093,0.0000,0.225800,0
10,1162.75,11,1.303342,0.0000,0.231100,0
11,1162.42,11,1.358567,0.0000,0.227200,0
12,1162.17,11,1.451572,0.0000,0.227300,0
13,1162.08,11,1.518065,0.4000,0.227700,0
14,1161.75,11,1.518997,0.2000,0.225100,0
15,1161.42,11,1.344822,0.0000,0.233100,0
16,1161.08,11,1.235635,0.0000,0.225500,0
17,1160.42,11,1.086970,0.0000,0.223300,0
18,1160.08,11,0.995965,0.0000,0.230100,0
19,1159.50,5,0.845997,0.0000,0.160800,0
20,1159.50,11,0.972937,0.2000,0.224100,0
21,1158.50,9,0.545348,0.0000,0.097100,0
22,1158.42,9,0.344092,0.0000,0.088500,0
23,1158.08,9,0.280864,0.0000,0.092500,0
24,1158.00,9,0.267962,0.0000,0.091400,0
25,1157.75,9,0.259968,0.0000,0.094100,0
26,1157.42,9,0.298614,0.0000,0.095300,0
27,1157.08,9,0.287805,0.0000,0.091000,0
28,1156.42,9,0.291516,0.0000,0.090200,0
29,1156.08,9,0.294661,0.0000,0.089600,0
30,1155.83,9,0.285801,0.0000,0.095500,0
31,1155.58,9,0.313997,0.0000,0.098400,0
32,1155.08,9,0.304926,0.0000,0.090900,0
33,1154.83,9,0.297746,0.2000,0.094400,0
34,1154.42,9,0.309549,0.0000,0.090500,0
35,1154.08,9,0.300415,0.0000,0.097000,0
36,1153.75,9,0.302375,0.0000,0.093500,0
37,1153.08,9,0.300427,0.0000,0.092700,0
38,1152.75,9,0.306211,0.0000,0.095300,0
39,1152.42,9,0.297612,0.0000,0.091300,0
40,1152.08,9,0.296982,0.0000,0.096200,0
41,1151.75,9,0.303978,0.0000,0.094000,0
42,1151.42,9,0.293851,0.0000,0.094900,0
43,1151.08,9,0.295387,0.0000,0.094600,0
44,1150.50,9,0.293585,0.0000,0.099400,0
45,1150.08,9,0.269904,0.0000,0.097800,0
