t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,81.17,15,7.733847,1.0000,0.853000,0
1,81.17,15,8.064305,1.0000,0.858200,0
2,80.42,1,8.644683,1.0000,0.897800,0
3,80.17,1,9.885578,1.0000,0.904000,0
4,80.08,1,9.459463,1.0000,0.898900,0
5,79.50,1,9.538449,1.0000,0.896200,0
6,79.42,1,9.488550,1.0000,0.898900,0
7,79.08,1,9.465634,1.0000,0.897400,0
8,78.83,1,9.853371,1.0000,0.900500,0
9,78.42,1,9.664270,0.8000,0.900400,0
10,78.08,1,9.722328,0.6000,0.901400,0
11,77.83,1,9.893669,0.8000,0.894800,0
12,77.42,1,9.806888,1.0000,0.896700,0
13,77.17,1,9.697281,0.8000,0.903300,0
14,77.08,1,9.800183,1.0000,0.902000,0
15,76.42,1,9.956510,1.0000,0.898300,0
16,76.08,1,10.098138,0.8000,0.892200,0
17,75.50,1,10.339450,1.0000,0.888600,0
18,75.42,1,10.206407,0.8000,0.903700,0
19,75.08,1,10.221262,1.0000,0.888700,0
20,74.83,1,10.435325,1.0000,0.893000,0
21,74.42,1,10.591043,1.0000,0.898200,0
22,74.08,1,10.474752,1.0000,0.897200,0
23,73.83,1,10.644551,1.0000,0.902900,0
24,73.42,1,10.812196,0.8000,0.893300,0
25,73.17,1,10.608109,1.0000,0.896400,0
26,73.08,10,10.959966,0.8000,0.899700,0
27,72.50,10,11.654095,1.0000,0.903800,0
28,72.42,10,11.682725,1.0000,0.902500,0
29,72.33,10,11.404819,1.0000,0.895700,0
30,72.08,10,11.151136,1.0000,0.898900,0
31,71.83,10,11.248824,0.8000,0.894700,0
32,71.50,10,11.286689,0.8000,0.900400,0
33,71.17,10,11.111417,1.0000,0.898800,0
34,71.08,10,10.982035,1.0000,0.903300,0
35,70.50,1,10.508513,1.0000,0.898200,0
36,70.42,1,9.970392,1.0000,0.897300,0
37,70.17,1,9.653047,1.0000,0.899300,0
38,70.08,1,9.333673,0.8000,0.897200,0
39,69.42,1,9.076902,0.8000,0.899400,0
40,69.08,1,8.753312,1.0000,0.898200,0
41,68.83,1,8.446430,0.8000,0.900400,0
42,68.50,15,8.087008,1.0000,0.858100,0
43,68.42,15,7.720832,1.0000,0.854800,0
44,68.33,15,7.474101,0.8000,0.860300,0
45,68.33,15,7.793306,1.0000,0.856500,0
46,64.04,15,7.348173,1.0000,0.860000,0
47,64.04,15,6.806516,1.0000,0.860900,0
48,63.40,15,6.317053,1.0000,0.855400,0
49,63.40,6,5.848169,0.6000,0.773300,0
50,60.42,6,5.356214,0.8000,0.775000,0
51,60.17,6,4.866179,0.6000,0.766500,0
52,60.08,6,4.385618,0.6000,0.776900,0
53,59.83,14,3.967130,0.8000,0.591700,0
54,59.50,14,3.576281,0.8000,0.599900,0
55,59.42,14,3.139945,0.4000,0.605800,0
56,59.08,14,2.852954,0.2000,0.609100,0
57,58.83,2,2.570714,0.4000,0.394300,0
58,58.42,2,2.229385,0.2000,0.409000,0
59,58.08,2,1.862829,0.6000,0.397800,0
60,57.83,11,1.522034,0.0000,0.226400,0
61,57.42,11,1.312926,0.2000,0.237700,0
62,57.17,11,1.215397,0.0000,0.230200,0
63,57.08,11,1.053452,0.0000,0.226500,0
64,56.83,5,0.941768,0.0000,0.156300,0
65,56.50,11,0.959553,0.2000,0.226500,0
66,56.33,11,0.974295,0.0000,0.227100,0
