t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,523.41,2,1.807152,0.0000,0.410500,0
1,523.08,2,1.946460,0.0000,0.400300,0
2,522.46,2,2.133659,0.4000,0.405400,0
3,522.08,2,2.215836,0.2000,0.396400,0
4,521.76,2,2.166666,0.2000,0.392300,0
5,521.08,2,2.102017,0.0000,0.389700,0
6,520.43,11,1.662510,0.0000,0.239000,0
7,520.08,11,1.193961,0.0000,0.232800,0
8,520.04,11,1.047982,0.0000,0.223000,0
9,518.77,5,0.939343,0.0000,0.156300,0
10,518.08,5,0.795253,0.0000,0.164200,0
11,517.50,9,0.461703,0.0000,0.086100,0
12,517.08,9,0.438711,0.0000,0.094100,0
13,516.61,9,0.460588,0.0000,0.091200,0
14,516.08,9,0.435483,0.0000,0.092200,0
15,515.42,9,0.423531,0.0000,0.093000,0
16,515.08,9,0.425462,0.0000,0.093900,0
17,514.42,9,0.403002,0.0000,0.100100,0
18,514.08,9,0.417182,0.0000,0.095000,0
19,513.42,9,0.417556,0.0000,0.092100,0
20,513.08,9,0.444484,0.0000,0.095700,0
21,512.42,9,0.409521,0.0000,0.094200,0
22,512.08,9,0.411985,0.0000,0.095500,0
23,511.75,9,0.417957,0.0000,0.094900,0
24,511.08,9,0.413228,0.0000,0.101500,0
25,510.42,9,0.422114,0.0000,0.098900,0
26,510.08,9,0.413536,0.0000,0.095400,0
27,509.92,9,0.427483,0.0000,0.100200,0
28,509.42,9,0.416297,0.0000,0.090300,0
29,508.75,9,0.384293,0.0000,0.095100,0
30,508.17,9,0.388154,0.0000,0.092100,0
31,507.42,9,0.366557,0.0000,0.093500,0
32,507.08,9,0.386779,0.0000,0.095700,0
33,506.75,9,0.379749,0.0000,0.092300,0
34,506.25,9,0.380162,0.0000,0.095800,0
35,503.08,9,0.221838,0.0000,0.094200,0
36,502.75,9,0.234324,0.0000,0.095600,0
37,502.08,9,0.195117,0.0000,0.097000,0
38,501.08,17,0.120015,0.0000,0.043200,0
39,500.75,9,0.211696,0.0000,0.091300,0
40,500.15,9,0.219015,0.0000,0.094400,0
41,499.42,17,0.053386,0.0000,0.043800,0
42,499.08,3,0.134910,0.0000,0.026700,0
43,498.75,3,0.334908,0.0000,0.030600,0
44,497.08,0,0.403641,0.0000,0.020000,0
45,496.33,0,0.517855,0.0000,0.019300,0
46,496.33,19,0.691779,0.0000,0.019700,0
47,494.42,19,0.885711,0.0000,0.019100,0
48,494.33,19,1.135298,0.0000,0.019900,0
49,494.33,12,1.395869,0.0000,0.042900,0
50,492.42,12,1.383553,0.0000,0.046100,0
51,492.08,12,1.305318,0.0000,0.044300,0
52,490.08,19,1.128762,0.0000,0.019700,0
53,489.42,19,0.826053,0.0000,0.021000,0
54,489.08,0,0.460340,0.0000,0.018500,0
55,488.75,3,0.144821,0.0000,0.028400,1
56,488.08,17,0.016762,0.0000,0.044500,0
57,487.42,17,0.141214,0.0000,0.048500,0
58,487.08,9,0.421442,0.0000,0.096800,0
59,486.75,5,0.548138,0.0000,0.158200,0
60,486.08,5,0.519825,0.0000,0.155700,0
61,486.00,5,0.743557,0.0000,0.153900,0
62,485.08,9,0.494977,0.0000,0.092400,0
63,484.75,9,0.434740,0.0000,0.093400,0
64,483.75,3,0.324237,0.0000,0.030500,0
65,483.08,3,0.219126,0.0000,0.029300,0
66,482.42,19,0.911902,0.0000,0.018300,0
67,482.08,19,0.974291,0.0000,0.019500,0
68,481.75,19,1.049955,0.0000,0.018000,0
69,481.08,12,1.383099,0.0000,0.042900,0
70,480.50,12,1.657846,0.0000,0.044900,0
71,480.17,12,1.785169,0.0000,0.045700,0
72,479.42,12,2.015068,0.0000,0.045500,0
73,479.08,12,2.025485,0.0000,0.044300,0
74,478.42,12,2.218847,0.0000,0.043700,0
75,478.08,12,2.191394,0.0000,0.045700,0
76,477.42,12,2.290689,0.0000,0.041900,0
77,477.08,12,2.163258,0.0000,0.042200,0
78,476.42,12,2.091920,0.0000,0.040500,0
