t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,730.17,8,3.439350,0.0000,0.052100,0
1,730.08,8,3.255261,0.0000,0.052000,0
2,729.58,8,3.276187,0.0000,0.051900,0
3,729.58,8,3.063357,0.0000,0.052100,0
4,729.08,8,3.139679,0.0000,0.053100,0
5,728.83,8,3.231971,0.0000,0.053800,0
6,728.42,8,3.036801,0.0000,0.051400,0
7,728.17,8,2.849718,0.0000,0.051900,0
8,728.08,8,2.569133,0.0000,0.056400,0
9,727.42,8,2.955799,0.0000,0.052500,0
10,727.08,8,2.636319,0.0000,0.057200,0
11,726.42,12,2.366094,0.0000,0.042600,0
12,726.08,12,2.136736,0.0000,0.043200,0
13,725.50,12,1.920347,0.0000,0.042300,0
14,725.42,12,1.765438,0.0000,0.044700,0
15,725.17,12,1.567237,0.0000,0.044800,0
16,724.50,12,1.367695,0.0000,0.043700,0
17,724.17,19,1.170730,0.0000,0.019200,0
18,723.42,19,1.006365,0.0000,0.019200,0
19,722.42,19,0.803619,0.0000,0.020200,0
20,722.17,0,0.612603,0.0000,0.021200,0
21,722.08,0,0.408802,0.0000,0.018400,0
22,721.83,3,0.226006,0.0000,0.029400,0
23,721.42,17,0.026556,0.0000,0.045200,0
24,721.17,9,0.284663,0.0000,0.097200,0
25,721.08,5,0.529731,0.0000,0.158700,0
26,720.42,5,0.646608,0.0000,0.155500,0
27,720.17,5,0.788908,0.0000,0.154200,0
28,720.08,5,0.927369,0.0000,0.159100,0
29,719.83,5,0.923545,0.0000,0.152100,0
30,719.42,11,0.995838,0.0000,0.233000,0
31,719.17,11,0.944617,0.0000,0.227900,0
32,719.08,11,0.979942,0.2000,0.224700,0
33,718.83,5,0.907030,0.0000,0.154900,0
34,718.42,5,0.871681,0.0000,0.150900,0
35,718.17,5,0.802883,0.0000,0.159200,0
36,718.08,5,0.747203,0.0000,0.156100,0
37,717.42,5,0.728379,0.0000,0.155500,0
38,717.17,9,0.489737,0.0000,0.096200,0
39,717.08,9,0.389669,0.0000,0.096500,0
40,716.83,9,0.343144,0.0000,0.097500,0
41,716.42,9,0.334638,0.0000,0.100000,0
42,716.17,9,0.325725,0.0000,0.094400,0
43,716.08,9,0.321909,0.0000,0.096200,0
44,715.42,9,0.321885,0.0000,0.099300,0
45,715.08,9,0.330939,0.0000,0.099000,0
46,714.75,9,0.345037,0.0000,0.092900,0
47,714.08,9,0.354540,0.0000,0.096800,0
48,713.42,9,0.379970,0.0000,0.100000,0
49,713.42,9,0.388335,0.0000,0.092700,0
50,713.08,9,0.419163,0.0000,0.092500,0
