t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,431.33,12,1.779284,0.0000,0.044400,0
1,431.08,12,1.880400,0.0000,0.040900,0
2,430.83,12,2.017873,0.0000,0.043300,0
3,430.42,12,2.188626,0.0000,0.042600,0
4,430.17,8,2.510423,0.0000,0.050200,0
5,430.08,8,2.391648,0.0000,0.054900,0
6,429.58,8,3.062268,0.0000,0.053600,0
7,429.42,8,2.819919,0.0000,0.052600,0
8,429.17,8,2.597330,0.0000,0.052500,0
9,429.08,12,2.269907,0.0000,0.046300,0
10,428.83,12,1.998852,0.0000,0.043300,0
11,428.42,12,1.835929,0.0000,0.037200,0
12,428.17,12,1.587074,0.0000,0.042300,0
13,428.08,12,1.381046,0.0000,0.043600,0
14,427.50,19,1.160057,0.0000,0.017000,0
15,427.42,19,0.912299,0.0000,0.019500,0
16,427.08,19,0.715304,0.0000,0.020000,0
17,426.83,0,0.521538,0.0000,0.019800,0
18,426.42,3,0.275679,0.0000,0.026700,0
19,426.08,3,0.099120,0.0000,0.029200,0
20,425.50,17,0.119108,0.0000,0.041700,0
21,425.42,9,0.337824,0.0000,0.095500,0
22,425.08,5,0.645782,0.0000,0.159300,0
23,424.42,5,0.807900,0.0000,0.157800,0
24,424.33,5,0.917918,0.2000,0.154200,0
25,424.08,11,0.985550,0.0000,0.227200,0
26,423.50,11,1.050527,0.0000,0.234700,0
27,423.42,11,1.106861,0.0000,0.231800,0
28,423.17,11,1.043803,0.0000,0.227200,0
29,423.08,11,1.087781,0.0000,0.225100,0
30,422.50,11,1.050879,0.0000,0.230000,0
31,422.42,11,0.988706,0.2000,0.232200,0
32,422.17,5,0.886496,0.0000,0.156300,0
33,422.08,5,0.809653,0.0000,0.153700,0
34,421.83,5,0.769257,0.0000,0.163800,0
35,421.42,5,0.595594,0.0000,0.166600,0
36,421.17,5,0.543018,0.0000,0.155000,0
37,421.08,5,0.533368,0.0000,0.153400,0
38,420.42,5,0.536555,0.0000,0.159600,0
39,420.08,5,0.502305,0.0000,0.159300,0
40,419.83,9,0.468529,0.0000,0.091700,0
41,419.42,9,0.454087,0.0000,0.095900,0
42,419.17,9,0.442223,0.0000,0.099100,0
43,418.42,9,0.482456,0.0000,0.094700,0
44,418.08,9,0.484332,0.0000,0.087200,0
45,418.08,9,0.481544,0.0000,0.094300,0
46,417.50,9,0.494208,0.0000,0.091500,0
47,417.42,9,0.483962,0.0000,0.095300,0
48,417.17,9,0.486193,0.0000,0.096100,0
49,417.08,9,0.486354,0.2000,0.097200,0
50,416.42,9,0.490588,0.0000,0.097800,0
51,416.17,5,0.496865,0.0000,0.163700,0
52,416.08,5,0.507468,0.0000,0.159600,0
53,415.42,5,0.507905,0.0000,0.157600,0
54,415.08,5,0.508899,0.0000,0.161800,0
55,414.83,5,0.506133,0.0000,0.161200,0
56,414.42,5,0.505296,0.0000,0.154900,0
57,414.08,9,0.489478,0.0000,0.095400,0
58,413.50,9,0.319112,0.0000,0.095100,0
59,413.42,9,0.321991,0.0000,0.098700,0
60,413.08,9,0.331590,0.0000,0.090900,0
61,412.80,9,0.347392,0.0000,0.103700,0
62,412.08,9,0.358884,0.0000,0.096800,0
63,411.83,9,0.386595,0.0000,0.097000,0
64,411.75,9,0.417242,0.2000,0.094700,0
65,411.08,9,0.414161,0.0000,0.095200,0
66,410.83,9,0.413040,0.0000,0.089900,0
67,410.42,9,0.416201,0.0000,0.097800,0
68,410.25,9,0.431686,0.0000,0.092500,0
69,410.08,9,0.450239,0.0000,0.091600,0
70,409.83,5,0.509777,0.0000,0.162100,0
71,409.50,9,0.478355,0.0000,0.094500,0
72,409.17,9,0.453544,0.0000,0.093100,0
73,408.90,5,0.675724,0.0000,0.157500,0
74,408.77,5,0.617377,0.0000,0.153400,0
75,408.58,5,0.557198,0.0000,0.161400,0
76,408.39,5,0.550418,0.0000,0.160200,0
77,407.83,5,0.530966,0.0000,0.150100,0
78,407.42,5,0.524843,0.0000,0.156400,0
79,407.08,5,0.521688,0.0000,0.159200,0
80,406.50,5,0.522010,0.0000,0.160200,0
81,406.42,5,0.518251,0.0000,0.159300,0
82,406.17,5,0.521909,0.0000,0.159800,0
83,406.08,5,0.548728,0.0000,0.161200,0
84,405.83,5,0.554157,0.0000,0.156000,0
85,405.50,5,0.564613,0.0000,0.153700,0
86,405.42,5,0.541000,0.0000,0.157300,0
87,405.08,5,0.525149,0.2000,0.161600,0
88,404.42,5,0.508015,0.0000,0.158200,0
89,404.08,5,0.501427,0.0000,0.155400,0
90,403.83,5,0.507904,0.0000,0.158600,0
91,403.42,5,0.539377,0.0000,0.155700,0
92,403.25,5,0.536578,0.0000,0.158900,0
93,403.08,5,0.530735,0.0000,0.152800,0
94,402.83,5,0.527404,0.0000,0.153100,0
95,402.42,5,0.517413,0.0000,0.155700,0
96,402.17,5,0.517107,0.0000,0.159500,0
97,401.83,9,0.485548,0.0000,0.094100,0
98,401.75,9,0.459183,0.0000,0.094100,0
99,401.17,9,0.463028,0.0000,0.087800,0
100,401.08,9,0.431315,0.0000,0.094600,0
101,400.50,9,0.436847,0.0000,0.098400,0
102,400.42,9,0.444755,0.2000,0.089000,0
103,400.17,17,0.134597,0.0000,0.046200,0
104,400.08,17,0.063616,0.0000,0.044700,0
105,399.83,17,0.084440,0.0000,0.047100,0
106,399.75,17,0.104756,0.0000,0.048700,0
107,399.08,17,0.113641,0.0000,0.042600,0
108,398.42,9,0.191370,0.0000,0.090600,0
109,398.17,9,0.183287,0.0000,0.097200,0
110,398.08,17,0.162053,0.0000,0.047600,0
111,397.75,17,0.139930,0.0000,0.048900,0
