t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,277.08,16,4.906011,0.0000,0.084100,0
1,276.75,16,4.566212,0.0000,0.079300,0
2,276.58,8,3.982477,0.0000,0.054000,0
3,276.08,12,2.831743,0.0000,0.042400,0
4,275.83,19,1.737273,0.0000,0.019800,0
5,275.50,0,0.738667,0.0000,0.018900,1
6,275.42,9,0.657571,0.0000,0.091900,0
7,275.11,11,1.247887,0.0000,0.222800,0
8,274.83,11,1.550306,0.2000,0.227700,0
9,274.75,2,1.988396,0.0000,0.407000,0
10,274.42,2,2.134989,0.4000,0.401700,0
11,274.08,2,2.389376,0.6000,0.398000,0
12,273.92,2,2.357184,0.4000,0.395000,0
13,273.42,2,2.214397,0.4000,0.394300,0
14,273.17,2,2.021566,0.2000,0.402900,0
15,273.08,11,1.600661,0.0000,0.236300,0
16,272.50,17,1.015911,0.0000,0.042600,0
17,272.42,17,0.124772,0.0000,0.042200,0
18,272.08,17,0.019318,0.0000,0.047100,0
19,271.83,3,0.198648,0.0000,0.025100,0
20,271.75,3,0.244351,0.0000,0.029000,0
21,271.17,0,0.645491,0.0000,0.019600,0
22,271.08,19,0.663139,0.0000,0.019300,0
23,270.55,19,0.821371,0.0000,0.019500,0
24,270.42,19,0.862872,0.0000,0.018300,0
25,270.17,19,1.135466,0.0000,0.018900,0
26,270.08,19,1.084872,0.0000,0.020500,0
27,269.67,12,1.271532,0.0000,0.042500,0
28,269.42,12,1.284654,0.0000,0.043800,0
29,269.08,12,1.356620,0.0000,0.043900,0
30,268.83,12,1.373612,0.0000,0.042000,0
31,268.42,12,1.419703,0.0000,0.044700,0
32,268.17,12,1.449290,0.0000,0.044600,0
33,268.08,12,1.483737,0.0000,0.046200,0
34,267.50,12,1.594271,0.0000,0.042500,0
35,267.42,12,1.440226,0.0000,0.039500,0
36,266.92,12,1.458600,0.0000,0.039400,0
37,266.42,12,1.741373,0.0000,0.045700,0
38,266.17,12,1.627642,0.0000,0.044400,0
39,266.08,12,1.534323,0.0000,0.044200,0
40,265.50,12,1.650265,0.0000,0.041700,0
