t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,1019.17,14,2.868993,0.8000,0.601900,0
1,1019.08,2,2.501125,0.2000,0.396800,0
2,1018.83,2,2.193893,0.4000,0.400400,0
3,1018.75,2,1.980647,0.2000,0.399600,0
4,1018.50,2,1.853606,0.2000,0.400800,0
5,1018.08,2,1.740157,0.2000,0.406100,0
6,1017.83,2,1.668440,0.0000,0.398500,0
7,1017.50,2,1.700161,0.2000,0.398600,0
8,1017.50,2,1.751573,0.0000,0.397300,0
9,1017.08,2,1.860888,0.0000,0.395400,0
10,1016.83,2,1.814372,0.0000,0.402400,0
11,1016.42,2,1.864034,0.2000,0.399000,0
12,1016.17,2,1.961131,0.2000,0.400900,0
13,1016.08,2,2.086524,0.4000,0.395200,0
14,1015.42,2,2.265468,0.0000,0.405400,0
15,1015.08,2,2.305356,0.6000,0.398700,0
16,1014.83,2,2.348273,0.0000,0.400700,0
17,1014.75,2,2.350627,0.4000,0.401900,0
18,1014.08,2,2.353620,0.6000,0.401000,0
19,1013.83,2,2.346726,0.0000,0.400400,0
20,1013.42,2,2.307468,0.4000,0.412300,0
21,1013.17,2,2.164229,0.2000,0.399700,0
22,1013.08,2,2.100549,0.2000,0.402600,0
23,1012.75,2,2.042188,0.4000,0.391600,0
24,1012.58,2,1.861485,0.0000,0.393600,0
25,1012.08,11,1.587118,0.2000,0.232800,0
26,1011.50,11,1.255178,0.0000,0.223800,0
27,1011.42,11,1.015134,0.0000,0.227100,0
28,1011.08,5,0.635238,0.0000,0.155400,0
29,1010.50,9,0.483654,0.0000,0.097700,0
30,1010.42,9,0.411345,0.0000,0.092300,0
31,1010.17,17,0.117647,0.0000,0.048500,0
32,1010.08,17,0.029588,0.0000,0.042000,0
33,1009.83,9,0.250546,0.0000,0.097100,0
34,1009.75,9,0.185483,0.0000,0.094500,0
35,1009.50,9,0.225944,0.0000,0.098100,0
36,1009.25,9,0.362082,0.0000,0.090400,0
37,1009.08,9,0.347866,0.0000,0.094700,0
38,1008.92,9,0.312140,0.0000,0.096400,0
39,1008.67,9,0.298383,0.0000,0.091700,0
40,1008.17,9,0.277176,0.0000,0.097400,0
41,1008.08,9,0.244522,0.0000,0.093000,0
42,1007.75,17,0.117564,0.0000,0.045400,0
43,1007.50,17,0.062958,0.0000,0.042500,0
44,1007.42,17,0.090551,0.0000,0.045100,0
45,1007.17,3,0.073247,0.0000,0.028300,0
46,1007.08,3,0.084666,0.0000,0.028300,0
47,1006.75,3,0.219668,0.2000,0.029500,0
48,1006.50,3,0.237719,0.0000,0.027900,0
49,1006.42,0,0.348286,0.0000,0.020500,0
50,1006.17,0,0.359216,0.0000,0.020500,0
51,1006.08,0,0.360027,0.0000,0.020300,0
52,1005.75,0,0.460973,0.0000,0.022200,0
53,1005.75,0,0.353378,0.0000,0.017500,0
54,1004.75,0,0.639344,0.0000,0.020000,0
55,1004.58,0,0.493921,0.0000,0.019200,0
56,1004.08,0,0.507710,0.0000,0.021900,0
57,1003.83,0,0.351472,0.0000,0.017800,0
58,1003.50,3,0.222845,0.0000,0.029000,0
59,1003.42,9,0.537085,0.0000,0.094100,0
60,1003.42,17,0.105140,0.0000,0.043100,0
61,1003.08,5,1.131855,0.0000,0.154500,0
62,1003.08,5,0.613404,0.0000,0.159600,0
63,1001.75,17,0.185424,0.0000,0.044500,0
64,1001.50,17,0.007460,0.0000,0.044000,0
65,1001.17,17,0.049037,0.0000,0.041400,0
66,1001.00,9,0.265409,0.0000,0.095600,0
67,1000.50,17,0.115910,0.0000,0.043600,0
68,1000.08,17,0.096238,0.2000,0.048100,0
69,999.75,17,0.055360,0.0000,0.046900,0
70,999.50,9,0.315592,0.0000,0.085600,0
71,999.17,9,0.323248,0.0000,0.090200,0
72,999.08,9,0.476288,0.0000,0.089300,0
73,999.08,5,0.649743,0.0000,0.161100,0
74,998.92,5,0.774269,0.0000,0.162700,0
75,998.58,5,0.679992,0.0000,0.153700,0
76,998.17,5,0.559541,0.0000,0.161400,0
77,998.08,5,0.724403,0.0000,0.160200,0
78,997.75,11,0.988214,0.0000,0.227100,0
79,997.50,11,1.063076,0.0000,0.223800,0
80,997.42,11,1.406303,0.0000,0.230600,0
81,997.17,11,1.276266,0.0000,0.231300,0
82,996.83,11,1.250905,0.0000,0.226600,0
83,996.61,11,1.101142,0.0000,0.226300,0
84,996.42,11,1.226119,0.0000,0.233300,0
85,996.22,11,1.267800,0.0000,0.225900,0
86,996.17,11,1.296327,0.0000,0.235300,0
87,996.08,11,1.342152,0.0000,0.234600,0
88,995.83,11,1.247386,0.0000,0.230300,0
89,995.17,11,1.311867,0.0000,0.230900,0
90,994.50,5,0.878968,0.0000,0.156900,0
