t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,85.52,17,0.141604,0.0000,0.045200,0
1,85.20,17,0.160724,0.0000,0.046100,0
2,85.20,9,0.222713,0.0000,0.099700,0
3,84.88,9,0.365881,0.0000,0.097800,0
4,84.88,9,0.448052,0.0000,0.092900,0
5,84.18,5,0.585964,0.0000,0.160900,0
6,84.18,5,0.635052,0.0000,0.160400,0
7,83.22,5,0.796737,0.0000,0.154400,0
8,83.22,5,0.909782,0.0000,0.161500,0
9,82.75,11,0.999822,0.0000,0.232400,0
10,82.58,11,1.083031,0.0000,0.227300,0
11,82.58,11,1.128863,0.0000,0.226900,0
12,81.30,11,1.348584,0.0000,0.237700,0
13,81.30,11,1.215760,0.0000,0.240500,0
14,80.75,11,1.445383,0.0000,0.226100,0
15,80.42,11,1.608032,0.2000,0.236000,0
16,80.08,2,1.923774,0.0000,0.399900,0
17,79.83,2,2.164463,0.4000,0.402200,0
18,79.50,2,2.516580,0.8000,0.396600,0
19,79.42,14,2.793445,0.6000,0.598300,0
20,79.08,14,2.915943,0.4000,0.595700,0
21,78.83,14,2.998317,0.4000,0.607300,0
22,78.50,14,2.991003,0.6000,0.600700,0
23,78.42,14,3.023849,0.8000,0.605200,0
24,78.08,14,3.092937,0.4000,0.596300,0
25,77.83,14,3.159589,0.6000,0.603300,0
26,77.17,14,3.243935,0.6000,0.599800,0
27,77.08,14,3.221464,1.0000,0.601100,0
28,76.64,14,3.209887,0.8000,0.597400,0
29,76.07,14,3.201683,0.8000,0.598600,0
30,75.49,14,3.162615,0.8000,0.593800,0
31,75.43,14,3.088681,0.6000,0.601700,0
32,75.30,14,3.014236,0.8000,0.599000,0
33,74.79,14,2.942022,0.8000,0.602800,0
34,74.42,2,2.740325,0.4000,0.396500,0
35,74.08,2,2.586763,0.0000,0.399000,0
36,73.58,2,2.491451,0.6000,0.399900,0
37,73.08,2,2.467660,0.4000,0.404200,0
38,72.83,2,2.450143,0.2000,0.395400,0
39,72.42,2,2.367433,0.4000,0.394000,0
40,72.17,8,18.771465,0.0000,0.051700,0
41,71.29,8,3.188819,0.0000,0.051500,0
42,71.17,8,3.232717,0.0000,0.050400,0
43,71.08,8,3.302669,0.0000,0.051800,0
44,70.42,8,3.317815,0.0000,0.051700,0
45,70.08,8,3.365147,0.0000,0.049300,0
46,69.83,8,3.435785,0.0000,0.057900,0
47,69.08,8,3.404059,0.0000,0.050300,0
48,68.83,8,3.380606,0.0000,0.053500,0
49,68.50,8,3.320048,0.0000,0.057100,0
50,68.42,8,3.268769,0.0000,0.054800,0
51,68.08,8,3.258758,0.0000,0.052000,0
52,67.42,8,3.245264,0.0000,0.053200,0
53,67.08,8,3.234421,0.0000,0.055500,0
54,66.75,8,3.232173,0.0000,0.049100,0
55,66.42,11,12.407242,0.0000,0.234900,0
56,66.08,11,1.438718,0.2000,0.227700,0
57,65.08,11,1.448098,0.0000,0.227700,0
58,64.42,11,1.459909,0.0000,0.228900,0
59,63.75,11,1.470150,0.0000,0.220500,0
60,63.42,11,1.465931,0.2000,0.227900,0
61,63.08,11,1.476356,0.2000,0.223600,0
62,62.42,11,1.475725,0.2000,0.228700,0
63,62.08,11,1.484049,0.0000,0.227400,0
64,61.50,11,1.491531,0.0000,0.222600,0
65,61.42,11,1.476376,0.2000,0.229000,0
66,61.08,11,1.495898,0.0000,0.228700,0
67,60.42,11,1.497981,0.2000,0.229800,0
68,60.17,11,1.511834,0.0000,0.232000,0
69,60.08,11,1.510599,0.0000,0.232700,0
70,59.42,14,5.500395,0.4000,0.599500,0
71,59.08,14,3.603308,0.8000,0.602000,0
72,58.83,14,3.549899,0.4000,0.602400,0
73,58.42,14,3.500046,0.8000,0.598300,0
74,58.17,14,3.550637,0.4000,0.608700,0
75,58.08,14,3.475690,0.4000,0.596200,0
76,57.83,14,3.412041,0.6000,0.600700,0
77,57.50,14,3.288028,0.6000,0.596900,0
78,57.42,14,3.147768,0.6000,0.607800,0
79,56.50,14,3.197248,0.8000,0.601700,0
80,56.42,14,3.323307,0.6000,0.598800,0
81,55.75,14,3.376342,0.4000,0.602700,0
82,55.42,14,3.326575,0.8000,0.603700,0
83,55.17,14,3.267084,0.8000,0.603200,0
84,55.08,14,3.084870,0.8000,0.607400,0
85,54.42,14,3.035949,0.4000,0.606700,0
86,54.08,14,3.029712,0.4000,0.603400,0
87,53.50,14,2.995060,0.4000,0.599400,0
88,52.50,14,3.022785,0.6000,0.596900,0
89,52.42,14,3.040498,0.6000,0.607400,0
90,51.92,14,3.064734,0.8000,0.599100,0
91,51.50,14,3.157910,0.4000,0.607300,0
92,51.17,14,3.259071,0.6000,0.596700,0
93,50.42,14,3.516653,1.0000,0.605000,0
94,49.75,14,3.644268,0.6000,0.600300,0
95,49.42,14,3.686902,1.0000,0.594500,0
96,49.08,14,3.822424,0.4000,0.600200,0
97,48.58,14,3.882647,0.6000,0.607600,0
98,48.17,14,3.954851,0.2000,0.605700,0
99,48.08,14,4.051059,1.0000,0.604200,0
100,47.42,14,4.149103,0.6000,0.600600,0
101,47.08,6,4.222895,0.6000,0.770800,0
102,46.42,6,4.281124,0.6000,0.766800,0
103,46.17,6,4.330670,0.6000,0.783100,0
104,46.08,6,4.338045,0.4000,0.778400,0
105,45.50,6,4.362368,0.4000,0.772400,0
106,45.42,6,4.352260,0.8000,0.765400,0
107,45.08,6,4.359742,0.6000,0.772500,0
108,44.42,6,4.414241,1.0000,0.774500,0
109,44.08,6,4.442509,0.8000,0.770600,0
110,43.83,6,4.499725,0.6000,0.776000,0
111,43.42,6,4.408850,0.6000,0.766500,0
112,43.08,6,4.398346,0.6000,0.775400,0
113,42.83,6,4.374536,0.8000,0.772900,0
114,42.42,6,4.406262,0.8000,0.776900,0
115,42.08,6,4.381695,0.8000,0.767100,0
116,41.50,6,4.381234,0.8000,0.769800,0
117,41.42,6,4.457613,0.6000,0.776300,0
118,41.08,6,4.472859,0.8000,0.772600,0
119,40.83,6,4.388047,0.8000,0.779000,0
120,40.50,6,4.200383,0.6000,0.768900,0
121,40.42,14,4.103401,0.4000,0.605900,0
122,39.83,14,4.130621,0.6000,0.592800,0
123,39.50,14,4.146088,0.6000,0.601600,0
124,39.42,14,4.084989,0.6000,0.595900,0
125,38.42,14,4.079171,0.8000,0.590400,0
126,38.08,14,4.106027,0.6000,0.608300,0
127,37.42,14,4.163647,0.2000,0.602300,0
128,37.08,14,4.160347,0.2000,0.592400,0
129,36.75,6,4.171302,0.8000,0.770200,0
130,36.42,6,4.232711,0.8000,0.772000,0
131,36.08,6,4.309916,0.8000,0.771800,0
132,35.75,6,4.350981,0.8000,0.773200,0
133,35.42,6,4.349199,0.8000,0.770200,0
134,34.75,6,4.410773,1.0000,0.776300,0
135,34.42,6,4.422961,0.6000,0.777100,0
136,34.08,6,4.475156,0.6000,0.774200,0
137,33.75,6,4.514994,0.8000,0.777000,0
138,33.42,6,4.694176,0.4000,0.769700,0
139,33.08,6,4.838236,1.0000,0.768500,0
140,32.75,6,4.833675,1.0000,0.770900,0
141,32.42,6,4.878397,0.8000,0.769300,0
142,32.08,6,4.830597,1.0000,0.777800,0
143,31.42,6,4.873798,0.8000,0.772300,0
144,31.08,6,4.878396,0.8000,0.775600,0
145,30.75,6,4.912776,0.8000,0.777600,0
146,30.42,6,4.897500,1.0000,0.772700,0
147,30.08,6,4.863631,1.0000,0.775200,0
148,29.42,6,4.870645,0.8000,0.769800,0
149,29.08,6,4.933720,0.6000,0.768800,0
150,28.33,6,5.085599,0.8000,0.775100,0
151,28.08,6,5.357917,1.0000,0.764500,0
152,27.42,6,5.360400,0.8000,0.769900,0
153,27.08,6,5.413301,0.6000,0.773300,0
154,26.42,6,5.505973,1.0000,0.767200,0
155,26.08,6,5.526312,0.8000,0.770800,0
156,25.42,6,5.686753,0.4000,0.762000,0
157,24.42,6,5.803239,0.8000,0.770400,0
158,24.08,6,5.893156,1.0000,0.773600,0
159,23.42,15,6.032734,1.0000,0.858300,0
160,23.08,15,6.108154,0.8000,0.861000,0
161,22.75,15,6.200469,0.8000,0.859600,0
162,22.50,15,6.301661,0.8000,0.855400,0
163,22.08,15,6.451850,1.0000,0.854400,0
164,21.75,15,6.559848,1.0000,0.855700,0
165,21.42,15,6.636066,0.8000,0.857900,0
166,21.08,15,6.729236,1.0000,0.858700,0
167,20.42,15,6.916979,1.0000,0.859400,0
168,20.42,15,7.010839,0.8000,0.862100,0
169,20.08,15,7.056626,0.8000,0.862800,0
