t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,500.08,5,0.905975,0.0000,0.162100,0
1,499.83,9,0.497074,0.0000,0.094800,0
2,499.83,17,0.062135,0.0000,0.043600,0
3,499.42,0,0.404683,0.0000,0.019200,0
4,499.17,0,0.566880,0.0000,0.018900,0
5,499.08,19,0.842754,0.0000,0.018200,0
6,498.75,19,1.026276,0.0000,0.018800,0
7,498.50,19,1.271693,0.0000,0.020300,0
8,498.42,12,1.259778,0.0000,0.042400,0
9,498.08,12,1.623818,0.0000,0.044100,0
10,497.75,12,1.941404,0.0000,0.043100,0
11,497.50,12,2.042357,0.0000,0.042000,0
12,497.08,8,2.596164,0.0000,0.053700,0
13,496.83,8,2.592656,0.0000,0.051800,0
14,496.75,8,2.532051,0.0000,0.048400,0
15,496.08,8,2.836108,0.0000,0.053000,0
16,495.83,8,2.659808,0.0000,0.053500,0
17,495.42,8,2.476163,0.0000,0.056700,0
18,495.17,12,2.259102,0.0000,0.042900,0
19,494.83,8,2.433662,0.0000,0.056300,0
20,494.42,12,2.185488,0.0000,0.042800,0
21,494.08,12,1.833160,0.0000,0.043200,0
22,493.83,12,1.534623,0.0000,0.041800,0
23,493.42,12,1.319245,0.0000,0.045100,0
24,493.08,19,1.196976,0.0000,0.017600,0
25,492.50,19,1.001466,0.0000,0.015500,0
26,492.42,19,0.894616,0.0000,0.018300,0
27,492.08,19,0.770564,0.0000,0.018700,0
28,491.83,19,0.683709,0.0000,0.020000,0
29,491.75,0,0.610453,0.0000,0.019200,0
30,491.50,0,0.468942,0.0000,0.018400,0
31,491.08,3,0.302154,0.0000,0.029200,0
32,490.83,3,0.144259,0.0000,0.026100,0
33,490.50,9,0.332809,0.0000,0.092100,0
34,490.50,17,0.067761,0.0000,0.044300,0
35,490.08,9,0.560329,0.0000,0.095200,0
36,489.75,5,0.664265,0.0000,0.153600,0
37,489.42,5,0.828034,0.0000,0.153300,0
38,489.17,5,0.922631,0.0000,0.160700,0
39,489.08,11,0.987140,0.0000,0.223300,0
40,488.50,11,1.059370,0.0000,0.233800,0
41,488.08,11,1.073652,0.0000,0.229000,0
42,487.83,11,1.095765,0.0000,0.227600,0
43,487.50,11,1.105836,0.0000,0.222700,0
44,487.17,11,0.996977,0.0000,0.228100,0
45,486.83,11,0.949098,0.0000,0.225500,0
46,486.50,5,0.866159,0.0000,0.159500,0
47,486.17,5,0.797809,0.0000,0.155800,0
48,485.50,5,0.627408,0.0000,0.158100,0
49,485.28,17,0.212992,0.0000,0.043300,0
50,485.15,17,0.055018,0.0000,0.043100,0
51,484.42,17,0.061317,0.0000,0.046400,0
52,484.17,17,0.061067,0.0000,0.043000,0
53,484.08,17,0.043384,0.0000,0.041600,0
54,483.94,17,0.028100,0.0000,0.046100,0
55,483.50,17,0.030316,0.0000,0.045100,0
56,483.42,17,0.030509,0.0000,0.046300,0
57,483.17,17,0.039310,0.0000,0.045800,0
58,483.11,17,0.058025,0.0000,0.044400,0
59,482.50,17,0.062167,0.0000,0.046700,0
60,482.42,17,0.083323,0.0000,0.044800,0
61,482.17,17,0.067086,0.0000,0.041400,0
62,481.76,17,0.076238,0.0000,0.042500,0
63,481.58,17,0.061106,0.0000,0.047100,0
64,481.17,17,0.068512,0.0000,0.044700,0
65,481.08,17,0.079971,0.0000,0.046900,0
66,480.50,17,0.083659,0.0000,0.040600,0
67,480.42,17,0.110995,0.0000,0.047600,0
68,480.08,17,0.153835,0.0000,0.045700,0
69,479.83,9,0.220076,0.0000,0.099200,0
70,479.42,17,0.163962,0.0000,0.045900,0
71,479.08,17,0.108545,0.0000,0.045700,0
72,478.75,17,0.086068,0.0000,0.045400,0
73,478.42,17,0.064500,0.0000,0.044100,0
74,478.17,17,0.075217,0.0000,0.046100,0
75,478.08,17,0.082478,0.0000,0.047700,0
76,477.50,17,0.069060,0.0000,0.045200,0
77,477.42,17,0.051695,0.0000,0.046300,0
78,477.08,17,0.052188,0.0000,0.045700,0
79,476.50,17,0.073317,0.0000,0.046700,0
80,476.42,17,0.106364,0.0000,0.044000,0
81,476.08,17,0.131574,0.0000,0.042000,0
82,475.75,17,0.120410,0.0000,0.045200,0
83,475.42,17,0.115782,0.0000,0.044100,0
84,475.08,17,0.114034,0.0000,0.046000,0
85,474.42,17,0.088678,0.0000,0.045300,0
86,473.42,17,0.083227,0.0000,0.045900,0
87,473.17,17,0.087846,0.0000,0.045700,0
88,473.08,17,0.081376,0.0000,0.047000,0
89,472.83,17,0.081358,0.0000,0.045000,0
90,472.42,17,0.095304,0.0000,0.043800,0
91,472.08,17,0.173766,0.0000,0.042500,0
92,471.42,9,0.266586,0.0000,0.089500,0
93,471.17,9,0.336955,0.0000,0.096500,0
94,471.08,9,0.399558,0.0000,0.092500,0
95,470.42,5,0.545602,0.0000,0.155000,0
96,470.08,5,0.580294,0.0000,0.157800,0
97,469.75,5,0.609417,0.0000,0.154000,0
98,469.42,5,0.590311,0.0000,0.155000,0
99,469.08,5,0.575701,0.0000,0.167000,0
100,469.08,5,0.557457,0.0000,0.158300,0
101,468.42,5,0.563793,0.0000,0.154200,0
102,468.40,5,0.556018,0.0000,0.159600,0
103,468.08,5,0.558255,0.0000,0.157500,0
104,467.50,5,0.575212,0.0000,0.158500,0
105,467.44,5,0.580472,0.0000,0.155400,0
106,467.17,5,0.526116,0.0000,0.154300,0
107,467.08,5,0.500205,0.0000,0.155300,0
108,466.50,9,0.474777,0.0000,0.094200,0
109,466.42,9,0.449663,0.0000,0.093200,0
110,466.08,9,0.453643,0.0000,0.092000,0
111,465.78,5,0.941006,0.0000,0.157000,0
112,465.75,5,0.883144,0.0000,0.157700,0
113,465.42,5,0.787837,0.0000,0.158000,0
114,465.17,5,0.667261,0.0000,0.162900,0
115,465.17,5,0.571831,0.0000,0.151200,0
116,464.42,5,0.542110,0.0000,0.155500,0
117,464.17,5,0.521424,0.0000,0.155600,0
118,464.08,5,0.512949,0.0000,0.158600,0
119,463.79,5,0.501303,0.0000,0.158300,0
120,463.42,9,0.488825,0.0000,0.091500,0
121,463.08,9,0.477229,0.0000,0.093900,0
122,462.50,9,0.492853,0.0000,0.093400,0
123,462.50,5,0.525850,0.0000,0.160300,0
124,462.17,5,0.578745,0.0000,0.158600,0
125,462.08,5,0.573899,0.0000,0.161800,0
126,461.42,5,0.605634,0.0000,0.154900,0
127,461.17,5,0.621603,0.0000,0.156500,0
128,461.08,5,0.624924,0.0000,0.157000,0
129,461.00,5,0.624527,0.0000,0.148700,0
130,460.58,5,0.633565,0.0000,0.154100,0
131,460.25,5,0.612579,0.0000,0.157000,0
132,460.17,5,0.641872,0.0000,0.156700,0
133,460.08,5,0.661936,0.0000,0.158000,0
