t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,550.47,2,1.872743,0.2000,0.398100,0
1,550.08,2,1.955618,0.2000,0.400500,0
2,549.52,2,1.927166,0.6000,0.397600,0
3,549.08,2,1.920489,0.2000,0.398400,0
4,548.75,2,1.879346,0.4000,0.389600,0
5,548.08,2,1.799835,0.2000,0.393300,0
6,547.42,11,1.477200,0.0000,0.232600,0
7,547.08,11,1.284319,0.0000,0.235400,0
8,546.53,11,1.185860,0.0000,0.226900,0
9,545.83,5,0.824123,0.0000,0.164700,0
10,545.08,17,0.276675,0.0000,0.045400,0
11,544.50,17,0.028740,0.0000,0.045600,0
12,544.17,17,0.042081,0.0000,0.046200,0
13,543.67,17,0.044504,0.0000,0.044400,0
14,543.08,17,0.041411,0.0000,0.042300,0
15,542.42,17,0.018735,0.0000,0.045300,0
16,542.09,17,0.028793,0.0000,0.047600,0
17,541.42,17,0.027531,0.0000,0.044000,0
18,541.13,17,0.032993,0.0000,0.045400,0
19,540.42,17,0.037364,0.0000,0.046300,0
20,540.08,17,0.044923,0.0000,0.046500,0
21,539.42,17,0.051758,0.0000,0.041500,0
22,539.08,17,0.059763,0.0000,0.044600,0
23,538.75,17,0.063215,0.0000,0.041300,0
24,538.08,17,0.069548,0.0000,0.048700,0
25,537.58,17,0.074071,0.0000,0.041600,0
26,537.08,17,0.069889,0.0000,0.045800,0
27,536.83,17,0.069710,0.0000,0.050000,0
28,536.42,17,0.064251,0.0000,0.041800,0
29,536.08,17,0.067267,0.0000,0.043200,0
30,535.08,9,0.223695,0.0000,0.094400,0
31,534.42,17,0.172732,0.0000,0.048100,0
32,534.08,17,0.168534,0.0000,0.051200,0
33,533.75,9,0.186603,0.0000,0.099200,0
34,533.08,9,0.247218,0.0000,0.095400,0
35,530.08,9,0.189378,0.0000,0.098500,0
36,529.75,9,0.257843,0.0000,0.095000,0
37,529.08,9,0.260403,0.2000,0.096600,0
38,528.17,17,0.158938,0.0000,0.047200,0
39,528.08,3,0.089881,0.0000,0.028100,0
40,527.14,3,0.077746,0.0000,0.027000,0
41,526.50,3,0.096351,0.0000,0.030900,0
42,526.08,3,0.166210,0.0000,0.027100,0
43,525.75,3,0.332149,0.0000,0.028300,0
44,524.08,0,0.408494,0.0000,0.020400,0
45,523.33,0,0.537985,0.0000,0.021200,0
46,521.42,19,0.710826,0.0000,0.017500,0
47,521.33,19,0.926831,0.0000,0.018100,0
48,521.33,19,1.169707,0.0000,0.021600,0
49,519.42,12,1.449143,0.2000,0.044400,0
50,519.08,12,1.365859,0.0000,0.042300,0
51,517.08,19,1.249044,0.0000,0.017500,0
52,516.42,19,1.047876,0.0000,0.020300,0
53,516.08,19,0.729951,0.0000,0.018400,0
54,515.75,3,0.354856,0.0000,0.025900,0
55,515.08,17,0.191716,0.0000,0.045800,0
56,514.42,5,0.593990,0.0000,0.160600,0
57,514.17,5,1.005795,0.0000,0.155100,0
58,513.75,11,1.410219,0.0000,0.229800,0
59,513.08,2,1.701942,0.0000,0.394100,0
60,513.00,2,1.956337,0.0000,0.398000,0
61,512.08,2,2.145468,0.4000,0.400500,0
62,511.75,2,2.245968,0.0000,0.391100,0
63,510.75,2,2.230029,0.2000,0.395500,0
64,510.08,2,1.874823,0.0000,0.396000,0
65,509.42,2,1.707713,0.2000,0.388200,0
66,509.08,11,1.593642,0.0000,0.222200,0
67,508.75,11,1.363040,0.0000,0.233000,0
68,508.08,11,1.297866,0.0000,0.229700,0
69,507.42,5,0.936033,0.0000,0.151600,0
70,507.17,5,0.694157,0.0000,0.159900,0
71,506.42,5,0.536725,0.0000,0.154900,0
72,506.08,5,0.518457,0.0000,0.151700,0
73,505.42,9,0.256327,0.0000,0.093600,0
74,505.08,9,0.192345,0.0000,0.094500,0
75,504.42,9,0.213763,0.0000,0.093000,0
76,504.08,9,0.265536,0.0000,0.095800,0
77,503.42,9,0.320322,0.2000,0.096200,0
78,503.08,9,0.324446,0.0000,0.090400,0
79,502.75,9,0.297533,0.0000,0.093200,0
80,502.08,9,0.271541,0.0000,0.092300,0
81,501.75,9,0.288264,0.0000,0.092800,0
82,501.08,9,0.194157,0.0000,0.091500,0
83,500.58,9,0.196566,0.0000,0.090400,0
84,500.08,17,0.162435,0.0000,0.049200,0
85,499.75,17,0.163036,0.0000,0.044300,0
86,499.08,17,0.152512,0.0000,0.044300,0
87,498.42,17,0.127633,0.0000,0.044500,0
88,498.25,17,0.112325,0.0000,0.042800,0
89,497.42,17,0.087551,0.0000,0.046000,0
90,497.08,17,0.066929,0.0000,0.048200,0
91,496.42,17,0.063041,0.0000,0.048100,0
92,496.08,17,0.042214,0.0000,0.044400,0
93,495.42,17,0.029407,0.0000,0.046800,0
94,495.25,17,0.010611,0.0000,0.044900,0
95,494.42,17,0.003884,0.0000,0.045500,0
96,494.08,17,0.001363,0.0000,0.046500,0
97,493.75,17,0.018700,0.0000,0.045400,0
98,493.08,17,0.009554,0.0000,0.043100,0
99,492.75,17,0.015548,0.0000,0.046100,0
100,492.17,17,0.022017,0.0000,0.045200,0
101,492.00,17,0.018631,0.0000,0.046100,0
102,491.08,17,0.015430,0.0000,0.046300,0
103,490.42,17,0.029260,0.0000,0.049100,0
104,490.08,17,0.033640,0.0000,0.046600,0
105,489.75,17,0.033138,0.0000,0.044900,0
106,489.42,17,0.063040,0.0000,0.045800,0
107,489.08,17,0.057660,0.0000,0.046400,0
108,488.42,17,0.045225,0.0000,0.048700,0
109,488.08,17,0.059715,0.0000,0.046200,0
110,487.42,17,0.036767,0.0000,0.043900,0
111,487.08,17,0.072213,0.0000,0.045600,0
112,486.42,17,0.048604,0.0000,0.044100,0
113,486.17,17,0.024403,0.0000,0.045800,0
114,485.42,17,0.018382,0.0000,0.047300,0
115,485.08,17,0.037063,0.0000,0.048700,0
116,484.75,17,0.019570,0.0000,0.050700,0
117,484.08,17,0.026618,0.0000,0.047800,0
118,483.75,17,0.014054,0.0000,0.046500,0
119,483.08,17,0.020379,0.0000,0.044200,0
120,482.75,17,0.006171,0.0000,0.045200,0
121,482.08,17,0.004838,0.0000,0.046100,0
122,481.75,17,0.012597,0.0000,0.049500,0
123,481.08,17,0.010366,0.0000,0.046000,0
124,480.42,17,0.001677,0.0000,0.045200,0
125,480.08,17,0.006809,0.0000,0.047600,0
126,479.75,17,0.004073,0.0000,0.044700,0
127,479.08,17,0.000980,0.0000,0.044200,0
128,478.42,17,0.008637,0.0000,0.046100,0
129,478.08,17,0.013001,0.0000,0.045600,0
130,477.75,17,0.042147,0.0000,0.043000,0
131,477.08,17,0.040997,0.0000,0.044500,0
132,476.75,17,0.059044,0.0000,0.044700,0
133,476.08,17,0.051731,0.0000,0.044400,0
134,475.42,17,0.087267,0.0000,0.048500,0
135,475.08,17,0.082532,0.0000,0.044800,0
136,474.75,17,0.100125,0.0000,0.043400,0
137,474.08,17,0.076232,0.0000,0.043700,0
138,473.42,17,0.086660,0.0000,0.043900,0
139,473.08,17,0.082151,0.0000,0.046300,0
140,472.42,17,0.089683,0.0000,0.043100,0
141,472.08,17,0.067934,0.0000,0.045900,0
142,471.42,17,0.075436,0.0000,0.044000,0
143,471.08,17,0.135391,0.0000,0.044100,0
144,470.75,17,0.122438,0.0000,0.043500,0
145,470.08,17,0.105550,0.0000,0.049300,0
146,469.42,17,0.148137,0.0000,0.047700,0
147,469.08,17,0.122938,0.0000,0.045300,0
148,468.75,17,0.132852,0.0000,0.045400,0
149,468.08,17,0.105062,0.0000,0.044500,0
150,467.42,17,0.145056,0.0000,0.044700,0
151,467.08,17,0.082435,0.0000,0.044600,0
152,466.42,11,2.782559,0.0000,0.232700,0
153,466.08,2,1.991843,0.0000,0.393200,0
154,465.75,2,1.931073,0.4000,0.399300,0
155,465.17,2,1.738385,0.0000,0.397700,0
156,464.92,11,1.455015,0.0000,0.234000,0
157,464.08,11,1.062461,0.0000,0.233400,0
158,463.42,5,0.835059,0.0000,0.158200,0
159,463.08,5,0.708747,0.0000,0.158300,0
160,462.42,5,0.662778,0.0000,0.154000,0
161,462.08,5,0.715169,0.0000,0.164700,0
162,461.42,5,0.519985,0.0000,0.158400,0
163,461.08,5,0.512698,0.0000,0.154500,0
164,460.75,5,0.516056,0.0000,0.152600,0
165,460.25,9,0.330165,0.0000,0.094200,0
166,459.92,9,0.323756,0.0000,0.097500,0
167,459.25,3,0.148591,0.0000,0.028400,0
168,458.08,19,1.007438,0.0000,0.017600,0
169,458.00,19,0.788532,0.0000,0.018600,0
170,457.08,12,1.444516,0.0000,0.042000,0
171,456.08,12,1.703213,0.0000,0.042500,0
172,455.67,12,1.629972,0.0000,0.041800,0
173,455.58,12,1.495334,0.0000,0.047700,0
174,454.42,12,1.916342,0.0000,0.039500,0
175,454.08,12,1.697724,0.0000,0.047300,0
176,453.42,12,1.604146,0.0000,0.044100,0
177,453.08,12,1.376797,0.0000,0.040200,0
178,452.42,12,1.301625,0.0000,0.044000,0
179,452.12,19,1.001047,0.0000,0.019400,0
180,451.50,19,0.936565,0.0000,0.021800,0
181,451.21,0,0.662353,0.0000,0.018700,0
182,450.50,19,1.095704,0.0000,0.019500,0
183,450.08,19,0.816229,0.0000,0.020200,0
184,449.42,19,0.679394,0.0000,0.019700,0
185,449.08,0,0.454018,0.0000,0.016000,0
186,448.42,0,0.366763,0.0000,0.018500,0
187,448.08,3,0.217812,0.0000,0.027900,0
188,447.42,3,0.203692,0.0000,0.031300,0
189,447.08,3,0.250966,0.0000,0.027100,0
190,446.42,17,0.067669,0.0000,0.046400,0
191,446.08,9,0.215465,0.0000,0.087600,0
192,445.42,9,0.249927,0.0000,0.091200,0
193,445.08,9,0.440963,0.0000,0.097200,0
194,444.67,9,0.286624,0.0000,0.096400,0
195,444.25,9,0.390134,0.0000,0.096300,0
196,443.75,9,0.370247,0.0000,0.094900,0
197,443.08,9,0.321883,0.0000,0.091300,0
198,442.42,9,0.334579,0.0000,0.090100,0
199,442.08,9,0.427524,0.0000,0.094400,0
200,441.42,9,0.237261,0.0000,0.092900,0
201,441.08,9,0.287740,0.0000,0.096300,0
202,440.67,5,0.687200,0.0000,0.156100,0
203,440.08,9,0.494823,0.0000,0.095100,0
204,439.42,5,0.701812,0.0000,0.159300,0
205,439.08,5,0.873656,0.0000,0.150900,0
206,438.42,11,1.161390,0.0000,0.229200,0
207,438.08,11,1.431714,0.0000,0.229300,0
208,437.75,2,1.672177,0.0000,0.400400,0
209,437.08,2,1.848008,0.0000,0.394200,0
210,436.42,2,2.017222,0.2000,0.403400,0
211,436.08,2,2.006785,0.2000,0.403000,0
212,435.75,2,2.044968,0.2000,0.403900,0
213,435.08,2,2.212241,0.4000,0.399500,0
214,434.42,2,2.397663,0.4000,0.400400,0
215,434.08,2,2.580288,0.4000,0.400300,0
216,433.42,14,2.754292,0.4000,0.599500,0
217,433.25,14,2.768283,0.6000,0.599800,0
218,432.42,14,2.809592,0.6000,0.597600,0
219,432.08,14,2.727968,0.4000,0.603200,0
220,431.42,2,2.701012,0.6000,0.408000,0
221,431.08,2,2.594678,0.4000,0.399000,0
222,430.42,2,2.525776,0.4000,0.393700,0
223,430.08,2,2.389511,0.6000,0.402100,0
224,429.75,2,2.209079,0.4000,0.387800,0
225,429.08,2,1.956652,0.0000,0.402000,0
226,428.75,11,1.671053,0.2000,0.232400,0
227,428.08,11,1.387674,0.0000,0.233400,0
228,427.42,11,1.090665,0.0000,0.224900,0
229,427.08,9,0.584236,0.0000,0.093700,0
230,426.42,0,0.655764,0.0000,0.020600,0
231,426.17,0,0.510871,0.0000,0.017100,0
232,425.42,3,0.331761,0.0000,0.030700,1
233,425.08,3,0.171529,0.0000,0.029800,0
234,424.75,3,0.164818,0.0000,0.026500,0
235,424.08,3,0.151822,0.0000,0.030300,0
236,423.75,3,0.161974,0.0000,0.032400,0
237,423.08,3,0.150144,0.0000,0.026300,0
238,422.75,3,0.145750,0.0000,0.029900,0
239,421.42,3,0.132372,0.0000,0.026900,0
240,421.08,3,0.125161,0.0000,0.031400,0
241,420.42,3,0.132095,0.0000,0.031200,0
242,420.08,3,0.124374,0.0000,0.028200,0
243,419.50,3,0.123401,0.0000,0.027500,0
244,419.08,3,0.114996,0.0000,0.029000,0
245,418.75,3,0.135925,0.0000,0.023800,0
246,418.08,3,0.129579,0.0000,0.025600,0
247,417.42,3,0.123105,0.0000,0.028600,0
248,417.08,3,0.112070,0.0000,0.027700,0
249,416.42,3,0.137128,0.0000,0.026400,0
250,416.08,3,0.114540,0.0000,0.026600,0
251,415.42,3,0.095448,0.0000,0.028500,0
252,415.08,3,0.074269,0.0000,0.026500,0
253,414.50,3,0.065735,0.0000,0.031000,0
254,414.08,3,0.062748,0.0000,0.024700,0
255,413.42,17,0.031250,0.0000,0.043200,0
256,413.08,17,0.023814,0.0000,0.044100,0
257,412.42,17,0.002982,0.0000,0.046500,0
258,412.08,17,0.023149,0.0000,0.044000,0
259,411.42,17,0.015881,0.0000,0.047500,0
260,411.08,17,0.008569,0.0000,0.043900,0
261,410.42,17,0.043597,0.0000,0.044500,0
262,410.08,17,0.028244,0.0000,0.046300,0
263,410.00,17,0.030571,0.0000,0.044900,0
264,409.08,17,0.024457,0.0000,0.044900,0
265,408.42,17,0.050927,0.0000,0.044800,0
266,408.17,3,0.064244,0.0000,0.029700,0
267,407.42,17,0.031960,0.0000,0.046600,0
268,407.08,17,0.016464,0.0000,0.047400,0
269,406.42,17,0.008023,0.0000,0.044300,0
270,406.08,3,0.062149,0.0000,0.029700,0
271,405.42,3,0.097575,0.0000,0.029600,0
272,405.08,3,0.125454,0.0000,0.030200,0
273,404.42,3,0.162822,0.0000,0.026800,0
274,404.08,3,0.192743,0.0000,0.024900,0
275,403.42,3,0.201725,0.0000,0.027600,0
276,403.08,3,0.212094,0.0000,0.027700,0
277,402.42,3,0.211949,0.0000,0.029500,0
278,402.08,3,0.219430,0.0000,0.027900,0
279,401.42,3,0.219465,0.0000,0.026000,0
280,401.11,3,0.217162,0.0000,0.029900,0
281,400.58,3,0.225719,0.0000,0.029900,0
282,400.08,3,0.214525,0.0000,0.028100,0
283,399.42,3,0.207836,0.0000,0.025000,0
284,399.08,3,0.202994,0.0000,0.027500,0
285,398.42,3,0.178164,0.0000,0.028200,0
286,398.08,3,0.165357,0.0000,0.025200,0
287,397.42,3,0.129666,0.0000,0.026900,0
288,397.08,3,0.114932,0.0000,0.028500,0
289,396.75,3,0.105141,0.0000,0.026100,0
290,396.08,3,0.098036,0.0000,0.025700,0
291,395.42,3,0.075747,0.0000,0.026300,0
292,395.08,3,0.071481,0.0000,0.027800,0
293,394.42,17,0.053685,0.0000,0.050100,0
294,394.08,3,0.061109,0.0000,0.029500,0
295,393.42,3,0.059960,0.0000,0.026500,0
296,393.08,3,0.074787,0.0000,0.028200,0
297,392.75,3,0.125785,0.0000,0.031600,0
298,392.08,3,0.109960,0.0000,0.025700,0
299,391.42,3,0.137820,0.0000,0.026200,0
300,391.08,3,0.144977,0.0000,0.029900,0
301,390.42,3,0.153695,0.0000,0.027200,0
302,390.08,3,0.161275,0.0000,0.029300,0
303,389.75,3,0.161218,0.0000,0.027200,0
304,389.08,3,0.173365,0.0000,0.027400,0
305,388.75,3,0.177165,0.0000,0.027300,0
306,388.08,3,0.171706,0.0000,0.027100,0
307,387.42,3,0.173900,0.0000,0.027000,0
308,387.08,3,0.167969,0.0000,0.027600,0
309,386.42,3,0.183549,0.0000,0.029100,0
310,386.08,3,0.186197,0.0000,0.031700,0
311,385.42,3,0.167264,0.0000,0.026500,0
312,385.08,3,0.182682,0.0000,0.026200,0
313,384.42,3,0.192545,0.0000,0.027100,0
314,384.08,3,0.185378,0.0000,0.026700,0
315,383.42,3,0.203911,0.0000,0.024000,0
316,383.08,3,0.215734,0.0000,0.030600,0
317,382.42,3,0.240848,0.0000,0.029900,0
318,382.08,3,0.244693,0.0000,0.028000,0
319,381.42,3,0.254441,0.0000,0.026100,0
320,381.08,3,0.256155,0.0000,0.027100,0
321,380.42,3,0.268542,0.0000,0.026300,0
322,380.08,3,0.271406,0.0000,0.028200,0
323,379.75,3,0.274970,0.0000,0.027400,0
324,379.08,3,0.273207,0.0000,0.028400,0
325,378.42,3,0.262514,0.0000,0.027600,0
