t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,153.67,12,1.467134,0.0000,0.043800,0
1,153.42,12,1.285896,0.0000,0.041800,0
2,153.08,19,1.142396,0.0000,0.020500,0
3,153.08,19,1.074184,0.0000,0.021200,0
4,152.42,19,0.914172,0.0000,0.015500,0
5,152.08,0,0.649940,0.0000,0.018500,0
6,151.42,3,0.368659,0.0000,0.026900,0
7,151.08,9,0.305418,0.0000,0.093300,0
8,151.08,9,0.372512,0.0000,0.089000,0
9,150.75,5,0.815243,0.0000,0.152100,0
10,150.42,5,0.886120,0.0000,0.160200,0
11,150.42,11,0.986628,0.0000,0.238700,0
12,150.00,5,0.928651,0.0000,0.161300,0
13,149.08,9,0.576928,0.0000,0.094100,0
14,149.00,5,0.604437,0.0000,0.152900,0
15,148.42,9,0.368500,0.0000,0.095700,0
16,148.08,9,0.324804,0.0000,0.095800,0
17,148.08,5,0.556856,0.0000,0.148100,0
18,147.42,9,0.335427,0.0000,0.091900,0
19,147.08,9,0.295640,0.2000,0.095100,0
20,147.08,9,0.306627,0.0000,0.094800,0
21,146.42,17,0.134952,0.0000,0.046800,0
22,146.08,3,0.184262,0.0000,0.032600,0
23,146.08,17,0.012011,0.0000,0.043500,0
24,145.42,0,0.416236,0.0000,0.020200,0
25,145.33,0,0.552132,0.0000,0.019900,0
26,145.08,19,0.761207,0.0000,0.020400,0
27,144.42,19,0.912002,0.0000,0.017100,0
28,144.42,19,0.868103,0.0000,0.017600,0
29,144.08,19,0.841661,0.0000,0.020100,0
30,143.42,19,0.703612,0.0000,0.020200,0
31,143.42,0,0.512715,0.0000,0.019800,0
32,143.08,3,0.332503,0.0000,0.028800,0
33,142.42,17,0.057812,0.0000,0.046300,0
34,142.42,9,0.379330,0.2000,0.094300,0
35,142.08,5,0.677229,0.0000,0.157800,0
36,141.67,5,0.960302,0.0000,0.154900,0
37,141.42,11,1.171460,0.0000,0.226600,0
38,141.08,11,1.321075,0.0000,0.223900,0
39,140.75,11,1.448324,0.0000,0.224500,0
40,140.42,11,1.564760,0.0000,0.226200,0
41,140.08,11,1.509061,0.2000,0.221000,0
42,139.75,11,1.328672,0.0000,0.227200,0
43,139.42,11,1.336478,0.2000,0.232000,0
44,139.08,11,1.226136,0.2000,0.226900,0
45,138.75,11,1.202704,0.0000,0.223100,0
46,138.42,11,1.274935,0.0000,0.228600,0
47,138.08,11,1.197053,0.0000,0.229400,0
48,138.08,11,1.165211,0.0000,0.226900,0
49,137.42,11,1.303437,0.0000,0.228300,0
50,137.08,11,1.428000,0.0000,0.223400,0
51,136.75,11,1.386709,0.2000,0.229700,0
52,136.42,11,1.360311,0.0000,0.230000,0
53,136.08,11,1.315633,0.0000,0.237500,0
54,135.67,11,1.271814,0.0000,0.226800,0
55,135.42,11,1.336337,0.0000,0.235700,0
56,135.08,11,1.324024,0.0000,0.231800,0
57,135.08,11,1.348197,0.0000,0.235000,0
58,134.42,11,1.357141,0.0000,0.220300,0
59,134.42,11,1.306706,0.0000,0.225800,0
60,134.08,11,1.341047,0.0000,0.225200,0
61,133.42,11,1.355039,0.2000,0.227000,0
62,133.33,11,1.261001,0.2000,0.225400,0
63,133.08,11,1.290652,0.0000,0.230500,0
64,132.67,11,1.291520,0.0000,0.228800,0
65,132.42,11,1.241086,0.0000,0.229600,0
66,132.08,11,1.228687,0.0000,0.229300,0
67,131.67,11,1.236489,0.0000,0.230700,0
68,131.42,11,1.193999,0.2000,0.231400,0
69,131.08,11,1.186294,0.0000,0.227800,0
70,131.08,11,1.253500,0.0000,0.231700,0
71,130.42,11,1.210959,0.0000,0.227000,0
72,130.42,11,1.141397,0.0000,0.227300,0
73,130.08,11,1.189440,0.0000,0.231300,0
74,129.75,11,1.155981,0.0000,0.232400,0
75,129.42,11,1.075785,0.0000,0.226800,0
76,129.08,11,1.131525,0.0000,0.231700,0
77,129.00,11,1.126091,0.0000,0.226500,0
78,128.08,11,1.159087,0.0000,0.233700,0
79,127.75,11,1.179059,0.0000,0.219000,0
80,127.42,11,1.166801,0.0000,0.225100,0
81,127.08,11,1.156992,0.0000,0.232300,0
82,126.75,11,1.168992,0.0000,0.230700,0
83,126.42,11,1.152521,0.0000,0.226800,0
84,126.08,11,1.155408,0.0000,0.236000,0
85,125.42,11,1.152386,0.0000,0.227400,0
86,125.08,11,1.210366,0.0000,0.228900,0
87,125.08,11,1.277597,0.0000,0.223600,0
88,124.42,11,1.290980,0.0000,0.231000,0
89,124.08,11,1.304118,0.0000,0.224200,0
90,124.00,11,1.320418,0.0000,0.225900,0
91,123.42,11,1.293672,0.0000,0.230300,0
92,123.08,11,1.253249,0.0000,0.232500,0
93,123.08,11,1.274638,0.0000,0.230000,0
94,122.42,11,1.249696,0.0000,0.233100,0
95,122.08,11,1.244780,0.0000,0.222600,0
96,122.08,11,1.300001,0.0000,0.226000,0
97,121.42,11,1.290780,0.0000,0.233100,0
98,121.33,11,1.318800,0.0000,0.230500,0
99,120.90,11,1.372681,0.0000,0.232700,0
100,120.45,11,1.441430,0.0000,0.226700,0
101,120.20,11,1.425899,0.0000,0.223100,0
102,119.94,11,1.418246,0.0000,0.231900,0
103,119.88,11,1.526655,0.0000,0.235400,0
104,119.18,11,1.578961,0.2000,0.233500,0
105,119.18,11,1.596282,0.2000,0.228600,0
106,119.05,2,1.655610,0.0000,0.393700,0
107,118.48,2,1.679438,0.0000,0.393000,0
108,118.48,2,1.716884,0.0000,0.386700,0
109,118.03,2,1.717122,0.2000,0.395500,0
110,117.84,2,1.699059,0.2000,0.390400,0
111,117.84,2,1.727877,0.2000,0.400000,0
112,116.94,2,1.708671,0.0000,0.396100,0
113,116.94,2,1.646059,0.2000,0.400200,0
114,115.99,2,1.649878,0.0000,0.399700,0
115,114.84,11,1.579112,0.2000,0.227300,0
116,114.84,11,1.601111,0.0000,0.223700,0
117,113.56,11,1.537427,0.4000,0.230700,0
118,113.56,11,1.575758,0.0000,0.227600,0
119,112.03,11,1.515210,0.0000,0.234500,0
120,111.59,11,1.482996,0.0000,0.228900,0
121,111.59,11,1.435923,0.0000,0.236500,0
122,111.14,11,1.395354,0.0000,0.227900,0
123,110.63,11,1.368386,0.0000,0.227900,0
124,110.18,11,1.326807,0.0000,0.226000,0
125,110.18,11,1.297753,0.0000,0.230900,0
126,109.93,11,1.277902,0.0000,0.238800,0
127,109.16,11,1.227416,0.0000,0.233100,0
128,108.97,11,1.232816,0.0000,0.225600,0
129,108.65,11,1.192592,0.0000,0.225300,0
130,107.95,11,1.104221,0.0000,0.226100,0
131,107.95,11,1.152964,0.2000,0.226400,0
132,107.38,11,1.083617,0.0000,0.230000,0
133,106.99,11,1.106562,0.0000,0.224300,0
134,106.68,11,1.107750,0.0000,0.222400,0
135,106.17,11,1.097676,0.0000,0.233100,0
136,106.17,11,1.122422,0.0000,0.225700,0
137,105.02,11,1.119513,0.0000,0.225300,0
138,104.44,11,1.132018,0.0000,0.227700,0
139,104.06,11,1.121673,0.0000,0.235200,0
140,103.42,11,1.145378,0.0000,0.236100,0
141,103.04,11,1.164432,0.0000,0.224700,0
142,103.04,11,1.213915,0.0000,0.233000,0
143,102.09,11,1.139312,0.0000,0.232100,0
144,101.77,11,1.095102,0.0000,0.231500,0
145,101.77,11,1.056763,0.2000,0.229100,0
146,101.19,11,1.050820,0.0000,0.228700,0
147,101.00,11,1.000817,0.0000,0.224900,0
148,100.11,11,1.052172,0.0000,0.224900,0
149,100.11,11,1.070355,0.0000,0.233700,0
150,99.79,11,1.103518,0.0000,0.221300,0
151,99.22,11,1.207413,0.0000,0.227700,0
152,99.22,11,1.216477,0.0000,0.231800,0
153,98.52,11,1.238618,0.0000,0.234500,0
154,98.20,11,1.203437,0.0000,0.238000,0
155,98.20,11,1.228604,0.0000,0.221400,0
156,97.56,11,1.224441,0.0000,0.221100,0
157,97.11,11,1.196924,0.2000,0.231600,0
158,97.11,11,1.215756,0.0000,0.225500,0
159,96.16,11,1.230428,0.0000,0.234200,0
160,95.84,11,1.244004,0.2000,0.226900,0
161,95.20,11,1.254757,0.0000,0.228600,0
162,94.88,11,1.285669,0.0000,0.229200,0
163,94.50,11,1.301922,0.0000,0.228100,0
164,94.18,11,1.306062,0.0000,0.230500,0
165,93.48,11,1.321318,0.0000,0.230300,0
166,93.48,11,1.317348,0.0000,0.228800,0
167,93.23,11,1.309177,0.0000,0.225700,0
168,92.65,11,1.327771,0.0000,0.227400,0
169,92.34,11,1.320579,0.0000,0.224600,0
170,91.38,11,1.356030,0.0000,0.233200,0
171,91.38,11,1.362067,0.0000,0.228900,0
172,90.93,11,1.375372,0.0000,0.227500,0
173,90.93,11,1.372877,0.0000,0.225800,0
174,89.41,11,1.395680,0.0000,0.225700,0
175,89.41,11,1.391879,0.0000,0.230300,0
176,88.96,11,1.399338,0.0000,0.225000,0
177,88.58,11,1.410849,0.0000,0.227300,0
178,88.58,11,1.402508,0.0000,0.229700,0
179,87.43,11,1.436530,0.2000,0.228600,0
180,87.43,11,1.426791,0.0000,0.223300,0
181,86.60,11,1.472751,0.0000,0.234100,0
182,86.03,11,1.527643,0.2000,0.230200,0
183,85.46,11,1.582573,0.4000,0.228000,0
184,84.50,2,1.683969,0.0000,0.399500,0
185,84.50,2,1.757799,0.2000,0.399500,0
186,83.36,2,1.923054,0.4000,0.399000,0
187,83.36,2,2.027757,0.4000,0.399100,0
188,82.53,2,2.212094,0.4000,0.395500,0
189,82.53,2,2.304253,0.4000,0.395000,0
190,82.08,2,2.422913,0.6000,0.401500,0
191,81.51,2,2.527615,0.2000,0.403000,0
192,80.56,2,2.665386,0.6000,0.405700,0
193,79.60,14,2.967142,0.6000,0.606900,0
194,79.60,14,2.812954,1.0000,0.602300,0
195,79.03,14,3.205971,0.6000,0.599100,0
196,79.03,14,3.063070,0.8000,0.603400,0
197,78.01,14,3.294468,0.6000,0.604100,0
198,77.44,14,3.343205,0.8000,0.598700,0
199,77.44,14,3.383116,0.6000,0.599100,0
200,76.61,14,3.399441,0.4000,0.608800,0
201,76.49,14,3.355692,0.4000,0.597300,0
202,76.17,14,3.312582,0.2000,0.600900,0
203,75.60,14,3.299583,1.0000,0.607200,0
204,75.60,14,3.254177,0.6000,0.593300,0
205,74.64,14,3.240655,0.6000,0.610400,0
206,73.24,14,3.272718,0.6000,0.602600,0
207,72.23,14,3.279980,0.6000,0.603000,0
208,70.76,14,3.327458,0.8000,0.601600,0
209,70.70,14,3.344122,0.4000,0.597800,0
210,70.00,14,3.375779,0.6000,0.592800,0
211,69.62,14,3.436756,0.6000,0.603300,0
212,69.62,14,3.445889,0.6000,0.597900,0
213,68.60,14,3.428502,0.6000,0.608700,0
214,68.60,14,3.339834,0.8000,0.608100,0
215,67.65,14,3.217457,0.6000,0.595400,0
216,66.76,14,3.044270,0.6000,0.602900,0
217,66.63,14,2.845847,0.4000,0.608100,0
218,65.68,2,2.701081,0.2000,0.404100,0
219,65.68,2,2.594586,0.6000,0.403600,0
220,65.05,2,2.554671,0.6000,0.398500,0
221,64.66,2,2.453855,0.2000,0.407500,0
222,64.66,2,2.424996,0.6000,0.391300,0
