t,days_to_reentry,M2_cell,H_t,p_t,P_forward,artifact_flag
0,327.42,12,2.147923,0.0000,0.040200,0
1,327.19,12,2.054278,0.0000,0.043300,0
2,327.08,12,2.112941,0.0000,0.046300,0
3,326.83,12,2.070098,0.0000,0.046200,0
4,326.50,12,1.923055,0.0000,0.044100,0
5,326.17,12,1.691501,0.0000,0.045300,0
6,326.08,12,1.557320,0.0000,0.041100,0
7,325.42,12,1.476505,0.0000,0.047900,0
8,325.25,19,1.239629,0.0000,0.020000,0
9,321.88,19,0.980044,0.0000,0.020600,0
10,321.62,19,0.717393,0.0000,0.021200,0
11,321.33,0,0.395286,0.0000,0.017100,0
12,320.73,3,0.120185,0.0000,0.028100,0
13,319.33,9,0.251272,0.0000,0.099000,0
14,318.42,9,0.502123,0.0000,0.092400,0
15,318.08,5,0.796918,0.0000,0.159400,0
16,317.42,5,0.917370,0.0000,0.155200,0
17,317.08,11,1.217623,0.0000,0.226200,0
18,316.42,11,1.296337,0.0000,0.229500,0
19,316.08,11,1.326262,0.0000,0.221600,0
20,315.42,11,1.133555,0.0000,0.225100,0
21,315.08,5,0.915643,0.0000,0.157400,0
22,314.75,9,0.452795,0.0000,0.095300,0
23,314.42,9,0.217038,0.0000,0.092800,0
24,314.08,17,0.157964,0.0000,0.043800,0
25,313.75,17,0.073764,0.0000,0.045300,0
26,313.17,17,0.035412,0.0000,0.044200,0
27,313.08,17,0.077727,0.0000,0.042500,0
28,312.42,3,0.180586,0.0000,0.028200,0
29,312.08,3,0.064331,0.0000,0.028100,0
30,311.75,3,0.341291,0.0000,0.025900,0
31,311.08,19,0.749974,0.0000,0.020100,0
32,310.42,19,1.074061,0.0000,0.017900,0
33,310.08,19,1.191954,0.0000,0.020200,0
34,309.50,12,1.496384,0.0000,0.041700,0
35,309.42,12,1.397989,0.0000,0.044000,0
36,309.08,12,1.462569,0.0000,0.046200,0
37,308.83,12,1.463444,0.0000,0.041100,0
38,308.75,12,1.377588,0.0000,0.045200,0
39,308.17,12,1.606687,0.0000,0.042900,0
40,308.08,12,1.489190,0.0000,0.044700,0
41,307.88,12,1.372532,0.0000,0.042500,0
