n_batteries,n_detected,window_precision,window_recall,window_f1,mean_v2_test,v1_full_sep,v1_full_p,v2_full_rho,v2_full_p
10,10,0.6265432098765432,0.6548387096774193,0.6403785488958991,0.6595012219895351,320.89996,6.764933975310229e-84,0.9485322869328195,0.0
