bearing,v2_rho
Bearing1_3,-0.5248810449887791
Bearing1_4,-0.4198238690841753
Bearing1_5,0.30635967799504765
Bearing1_6,0.2964220344622159
Bearing1_7,0.3990533135754486
Bearing2_3,0.2175901648192613
Bearing2_4,0.7233266074559793
Bearing2_5,0.19254032362651238
Bearing2_6,0.8416889480052584
Bearing2_7,0.6553531508284259
Bearing3_3,0.18003703778323998
