dataset,fit_source,v1_sep,v1_p,v2_rho,v2_p,f1,precision,recall,n_positive,n_negative,n_dev_engines,n_test_engines,rul_clip,basin_rul_threshold,warning_rul,thresholds_source,artifact_checksums
DS03,DS03,104.240654,4.9781683e-19,0.9543182855291065,5.866480633472005e-212,1.0,1.0,1.0,6,0,9,6,74,15,30,data-driven,"{'scaler_md5': '320fadebb13255b1da6a9d0a87e2f7c7', 'lda_md5': '3c66fe8c83ea6ff1dab965bd7ebb4c85', 'good_features_md5': 'c944a698a0a8a3e182a7bc4a7a907714', 'scaler_path': '/Users/dougfennell/vscode/projects/stts/results/ncmapss/artifacts/scaler_DS03.pkl', 'lda_path': '/Users/dougfennell/vscode/projects/stts/results/ncmapss/artifacts/lda_DS03.pkl', 'good_features_path': '/Users/dougfennell/vscode/projects/stts/results/ncmapss/artifacts/good_features_DS03.npy', 'rul_clip': 74, 'basin_rul_threshold': 15, 'warning_rul': 30, 'thresholds_source': 'data-driven'}"
